,"Cluster 2122Rv3854c, ethA, Monooxygenase EthA (EC 1.-.-.-)_9","Cluster 2980Rv2780, ald, Alanine dehydrogenase (EC 1.4.1.1)_4","Cluster 3373Rv1184c, Rv1184c, FIG01386146: Possible exported protein, Rv1184c_2","Cluster 6929Rv1334, mec, CysO-cysteine peptidase_2","Cluster 5664Rv3421c, Rv3421c, TsaB protein, required for threonylcarbamoyladenosine (t(6)A) formation in tRNA_2","Cluster 6929Rv1334, mec, CysO-cysteine peptidase_1","Cluster 87260, 0, Hydrogen peroxide-inducible genes activator_1","Cluster 5593Rv1222, rseA, Anti-sigma factor RseA_7","Cluster 1916Rv2996c, serA1, D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)_4","Cluster 2227Rv0758, phoR, Two-component system response phosphate sensor kinase, PhoR_2","Cluster 5575Rv3160c, Rv3160c, Transcriptional regulator, AcrR family_3","Cluster 9540Rv1888A, Rv1888A, O-Methyltransferase involved in polyketide biosynthesis_1","Cluster 6999Rv0301, vapC2, Toxin 1, PIN domain_1","Cluster 3774Rv3336c, trpS, Tryptophanyl-tRNA synthetase (EC 6.1.1.2)_1","Cluster 7317Rv2656c, Rv2656c, Probable phiRv1 phage protein_3","Cluster 6316Rv3471c, Rv3471c, Mannose-6-phosphate isomerase_3","Cluster 7317Rv2656c, Rv2656c, Probable phiRv1 phage protein_1","Cluster 2117Rv2680, Rv2680, Uncharacterized protein Q1 colocalized with Q_6","Cluster 7362Rv1690, lprJ, Possible lipoprotein LprJ_2","Cluster 3925Rv1647, Rv1647, Purine cyclase-related protein_1","Cluster 3137Rv2786c, ribF, FMN adenylyltransferase (EC 2.7.7.2) / Riboflavin kinase (EC 2.7.1.26)_1","Cluster 2698Rv3565, aspB, Valine--pyruvate aminotransferase (EC 2.6.1.66)_5","Cluster 3373Rv1184c, Rv1184c, FIG01386146: Possible exported protein, Rv1184c_5","Cluster 2438Rv3432c, gadB, Glutamate decarboxylase (EC 4.1.1.15)_1","Cluster 4070Rv2151c, ftsQ, Cell division protein FtsQ_2","Cluster 4980Rv1591, Rv1591, Putative transmembrane protein_3","Cluster 1047Rv1923, lipD, Esterase A_2","Cluster 1158Rv1564c, treX, Glycogen debranching enzyme (EC 3.2.1.-)_1","Cluster 7362Rv1690, lprJ, Possible lipoprotein LprJ_1","Cluster 2954Rv3423c, alr, Alanine racemase (EC 5.1.1.1)_2","Cluster 6032Rv0921, Rv0921, Resolvase_4","Cluster 4070Rv2151c, ftsQ, Cell division protein FtsQ_1","Cluster 5706Rv0821c, phoY2, Phosphate transport system regulatory protein PhoU_1","Cluster 2256Rv1129c, Rv1129c, XRE family transcriptional regulator MSMEG_6643_1","Cluster 5949Rv1556, Rv1556, Transcriptional regulator, AcrR family_6","Cluster 7820Rv3891c, esxD, Esat-6 like protein EsxD_4","Cluster 1391Rv1819c, bacA, ABC transporter, ATP-binding protein_4","Cluster 3188Rv3822, Rv3822, FIG01386146: Possible exported protein, Rv1184c_1","Cluster 2541Rv2731, Rv2731, ATPase involved in DNA repair_3","Cluster 2438Rv3432c, gadB, Glutamate decarboxylase (EC 4.1.1.15)_3","Cluster 6999Rv0301, vapC2, Toxin 1, PIN domain_2","Cluster 5114Rv1483, fabG1, 3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)_1","Cluster 748Rv1668c, Rv1668c, ABC transporter, ATP-binding protein_3","Cluster 4738Rv1484, inhA, Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)_1","Cluster 5858Rv0891c, Rv0891c, Adenylyl cyclase class-3/4/guanylyl cyclase_5","Cluster 6186Rv0177, Rv0177, FIG00821219: MCE associated membrane protein_5","Cluster 7820Rv3891c, esxD, Esat-6 like protein EsxD_2","Cluster 5395Rv0981, mprA, Mycobacterial persistence regulator MprA (Two component response transcriptional regulatory protein)_3","Cluster 7316Rv0827c, kmtR, Transcriptional regulator, ArsR family_4","Cluster 3137Rv2786c, ribF, FMN adenylyltransferase (EC 2.7.7.2) / Riboflavin kinase (EC 2.7.1.26)_3","Cluster 4855Rv1857, modA, Molybdenum ABC transporter, periplasmic molybdenum-binding protein ModA (TC 3.A.1.8.1)_1","Cluster 2262Rv2425c, Rv2425c, VWA containing CoxE family protein_1","Cluster 5114Rv1483, fabG1, 3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)_2","Cluster 1916Rv2996c, serA1, D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)_1","Cluster 3219Rv0003, recF, DNA recombination and repair protein RecF_2","Cluster 3774Rv3336c, trpS, Tryptophanyl-tRNA synthetase (EC 6.1.1.2)_2","Cluster 59380, 0, RNA polymerase sigma-70 factor, ECF subfamily_3","Cluster 6186Rv0177, Rv0177, FIG00821219: MCE associated membrane protein_2","Cluster 8447Rv1107c, xseB, Exodeoxyribonuclease VII small subunit (EC 3.1.11.6)_5","Cluster 3176Rv1267c, embR, transcriptional regulator, AfsR/DnrI/RedD family_1"
"Cluster 5949Rv1556, Rv1556, Transcriptional regulator, AcrR family_6",-0.22985006332355884,-0.14041902731545583,-0.3377356330805123,0.0,0.08123827229327749,0.11440640585537933,-0.08042780605464803,-0.09865903945867363,0.0,-0.07400812989087356,0.234867557445008,0.0,0.10200394379613403,-0.14665574293381295,0.17480416451722125,0.0,0.08271322005209777,0.0,0.15506742819365765,0.09480109004399903,0.10457168542230555,-0.14994409087488783,-0.2782024877290294,0.0,0.13792032595965706,-0.26235058638515996,0.0,0.12035066281973233,0.14264677039744783,0.050215945865463005,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.1453736643900956,0.0,0.12684133421640162,0.0,0.0,-0.10061908394572269,-0.08260059852314329,0.1407506084301345,0.2753791990329928,-0.07696133187344888,0.10360900918674044,-0.05288422395403388,0.0,0.2257531181676581,-0.056663581373321635,0.0,0.0,0.0,-0.1673670226621439,-0.06372656915289439,0.0
"Cluster 7820Rv3891c, esxD, Esat-6 like protein EsxD_4",0.16950580348641436,0.0,0.0,0.0,-0.12714539045580772,0.11308905063675914,0.0552406963616133,0.0,0.0,0.10682299692425964,-0.24596662984759465,-0.05390470954464247,0.0,-0.10106013028598747,0.0,-0.07045578642216055,0.07100427504443026,0.0,-0.08204477604963156,0.0,0.0,-0.12305885522928277,0.0,-0.057332248149832475,0.0,0.0,0.0,0.20502670785435695,0.0,0.0,0.0,0.16083716879096396,-0.20471675979181622,0.10486874025842532,0.0,1.0,-0.10963500525238838,0.0,-0.22286841409579805,0.0,0.0,-0.2074879396453899,0.10930425522063729,-0.09008963530680482,-0.15523613200526382,-0.05485845953829079,0.4262291436734972,-0.119762904932567,0.0,-0.06523611416113193,0.0,-0.0907105487707329,-0.1495242554984519,0.0,0.0,0.0,0.0,-0.10121729808210969,0.0,0.0
"Cluster 1391Rv1819c, bacA, ABC transporter, ATP-binding protein_4",0.2585631767426042,0.19554214709549855,0.09183051398846624,0.0,0.0,0.0,0.2202572990267452,0.22562526537379646,-0.19695798103359805,0.0,0.0,-0.15298390004788992,-0.07597005295592933,-0.09628449089598017,0.0,-0.09791888073933201,0.05487714771651736,0.11221554944430374,0.05300670125575939,-0.2544470698629863,0.0,0.0,0.05696854181581948,0.05199135315361642,0.06141804147447161,0.14978571299971402,0.050642541155168946,-0.10041664856764539,-0.16258192262720234,0.0,-0.05512470617478191,0.0,0.06450150825274387,0.0,0.0,-0.10963500525238838,1.0,-0.12956988569750233,0.0,0.0,0.0,-0.08742712107009522,0.0,0.0,0.0,0.0,-0.08421255977261428,-0.08340543118724512,-0.0953750350115468,0.19687921074524012,0.08159375498389612,0.0,0.14230623329709066,-0.16796924595124288,0.0,-0.058259870727295514,-0.10073312294882275,0.0,0.09586495050203117,-0.230845816974263
"Cluster 3188Rv3822, Rv3822, FIG01386146: Possible exported protein, Rv1184c_1",-0.1832000160099904,-0.0746586473296087,0.09661873687597991,0.0,0.16741331882263097,0.0,0.0,-0.06619744820916186,0.0,0.0515598766570461,0.0,0.0,0.0,0.09343915983985832,0.0,0.0,-0.07794037347935383,0.0,0.07543099806072394,0.07172255131899352,0.06017448197073401,0.0,0.0698739212304104,0.0,0.0,-0.10842066484621853,-0.09068142583818552,0.11226097349322497,-0.10289117993961294,-0.0600408589418542,0.0,0.0,0.0,-0.13439763609861002,0.0,0.0,-0.12956988569750233,1.0,0.0,-0.06751315414203615,0.0,-0.15509624634389435,-0.10359257346882463,0.09354327882677388,-0.11363842479905359,0.0,-0.05820489517928849,0.0,0.06657746359535559,-0.10029588066552857,0.057937610477233864,0.0,-0.1957699445189551,0.0,-0.09909815543095679,-0.10761426986561651,-0.08973838489496697,0.0,0.0,0.0
"Cluster 2541Rv2731, Rv2731, ATPase involved in DNA repair_3",-0.2780368345797482,0.0,0.0,0.0,0.19514823622058045,-0.05423402916777293,-0.15628060162004284,0.0,0.0,-0.15198196977742387,0.0,0.0,0.060905034261231485,0.1154661529373331,0.06393705757328463,0.0,0.0,0.0,-0.06609649498707301,0.0,0.09193877540699809,0.12447012133049337,-0.06572291843961309,0.0,0.0,0.0,-0.05775266619289824,-0.1188607976455861,0.0,0.0,-0.08964611054603626,0.0,0.07603003985964035,-0.0638366364258929,0.0,-0.22286841409579805,0.0,0.0,1.0,0.07210636553701219,-0.08932444174520526,0.1073897617191991,-0.23339572006911005,0.0,-0.1372829411693098,0.0,0.0,0.0,-0.09203639119365588,0.0,-0.050720562468442726,0.0,0.12948017887134372,-0.10014341601884573,0.0,-0.1166906756993361,0.05419454839609902,0.06589144169668329,0.09665195838250254,0.0
"Cluster 2438Rv3432c, gadB, Glutamate decarboxylase (EC 4.1.1.15)_3",0.12943068682915101,0.15613719191471317,0.19234738436616794,0.0,-0.16872970557142516,0.0,0.0,0.0,0.0,0.22562554911128338,-0.11256697703180474,-0.13936274240827584,-0.16762344680826552,-0.058849003310975985,-0.15383354851019646,0.0,0.0,0.14110886596905511,-0.058499439911034935,-0.09461492044257291,0.0,0.10627101336782668,0.17283403257990343,0.43522755543075786,-0.12711447217473312,0.0,-0.052078972173549974,0.0,0.0,0.0,0.0,-0.10890417951285607,-0.05468395298094843,0.0,-0.1453736643900956,0.0,0.0,-0.06751315414203615,0.07210636553701219,1.0,0.0,0.0,0.0,0.0,0.0,-0.13060435613833699,-0.05635063686335754,-0.09067470310378957,-0.09387035756868149,0.0,-0.13017833986941785,0.0,0.0,0.0,0.06312688119330168,0.12788414767179776,-0.10613299707422676,0.05125514027505343,0.0,0.0
"Cluster 6999Rv0301, vapC2, Toxin 1, PIN domain_2",0.0,-0.222355346952487,-0.1396185800159304,-0.19044059423721144,0.0,0.20503254114044767,0.0,-0.11836240904080501,0.0,-0.17422161305419084,0.0,0.055473843195307355,0.48916893156505764,0.0997101356592709,0.16034953151727752,0.0,0.114840925038258,0.0,0.23362023361223436,-0.05882318070184366,0.06563991593088388,-0.08881613354284494,-0.06994172480088158,0.0,0.0,-0.07981807738756683,0.05603630120653465,-0.13600125315764738,0.17970387460629159,-0.11370679589119474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08932444174520526,0.0,1.0,0.0,0.0,-0.1465334246892913,0.0,-0.16565154280488462,0.0,0.0,0.0762500753022736,0.15005967123843608,-0.15007208631252894,0.0,0.13702723240730288,0.0,0.0,0.07445332352749649,0.11584086506610429,-0.0692006684017962,0.0,0.09617597141593145
"Cluster 5114Rv1483, fabG1, 3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)_1",-0.23091048365151806,-0.23684680061869984,-0.13352189763792238,0.0,0.0,0.0,-0.21198209124743506,0.0,-0.06972202985494196,-0.06800554237974453,0.19749916315596516,0.0822219383526931,-0.05874084067756709,0.09902749342048711,0.05757085076120095,0.0,-0.10089647728875596,0.0,0.09140159541129411,0.06401288245897432,0.0,0.0,-0.12029193438614133,0.0,0.0,-0.060084656135309576,0.0,-0.291031922414426,0.1964484756018031,0.14866221997746565,-0.2522089364461573,0.0,0.0,-0.19468080434746185,0.12684133421640162,-0.2074879396453899,-0.08742712107009522,-0.15509624634389435,0.1073897617191991,0.0,0.0,1.0,-0.07805581823420925,0.0,0.0,0.052801245314309755,0.0,0.07740613141359767,-0.07779884253616293,0.0,0.0,-0.15238160938804063,0.47355125886891153,0.0,0.1174588062806547,0.06356502827660039,0.10814526201686205,0.0,0.09740710819718346,0.0731198621694534
"Cluster 748Rv1668c, Rv1668c, ABC transporter, ATP-binding protein_3",0.0815474340319392,0.05073482446334659,0.0,0.12816900711177573,-0.10818275154669862,0.0,0.05093983322194754,0.0,0.0,0.09220386923421929,0.0,0.0,0.0,-0.1466905276879912,-0.0873189869410299,0.062132233901259874,0.0,-0.12352852775383981,-0.25737842328914634,0.06086193748927369,-0.0691930231079181,0.0,0.0,-0.09954305091175636,0.08991438825070013,0.0,0.0,0.0,0.0,-0.05326053575817992,0.21098826409051907,0.0862498322808204,-0.09006130088296166,-0.05739200351566845,0.0,0.10930425522063729,0.0,-0.10359257346882463,-0.23339572006911005,0.0,0.0,-0.07805581823420925,1.0,0.0,0.10102253308428594,0.07162940135988384,0.0,-0.06688942214543929,0.0641676657747752,0.0,0.05001561047352829,0.0,-0.15342101836821406,0.0,0.06670242480210416,0.0,0.0,0.0,0.08351985317084037,0.05711511385998574
"Cluster 4738Rv1484, inhA, Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)_1",0.07890474213516296,0.0,0.13200605369009308,0.0,-0.05045161014240403,0.0,0.0,0.08781632984391578,0.0,0.13282521327113916,-0.07893463487743144,-0.10973271336102529,-0.14223195840168484,-0.12259482531753517,-0.1154205771386323,0.0,-0.06248613296051921,0.0,-0.10303824702973302,0.0,0.0,0.06939489340428134,0.0,-0.0682973255945826,0.0,0.19763553144549884,0.06630138502000273,0.0,-0.1337428523623837,0.0,0.0,0.0,0.0,0.0,0.0,-0.09008963530680482,0.0,0.09354327882677388,0.0,0.0,-0.1465334246892913,0.0,0.0,1.0,0.06520013698664237,0.06198922993966328,0.0,0.0896794935217939,0.0,0.0,0.0,0.11132964349254193,-0.1327036149268201,0.06194111395754703,-0.07268457747459657,-0.18587081416688156,-0.10468253922687018,0.0,-0.07404100150342091,-0.2252100527578953
"Cluster 5858Rv0891c, Rv0891c, Adenylyl cyclase class-3/4/guanylyl cyclase_5",0.0949739561866714,0.09789074998866787,0.08404701184074885,-0.1740140521951265,-0.06633728464089593,0.0,-0.08221374366500186,-0.14164983948827367,0.0,0.1179214386993725,0.0,0.0,0.0,0.0,0.0,-0.13962347404838546,-0.0663763996259646,0.0,-0.11626806593733348,0.0,0.0866081487798786,0.10195834536663191,0.0,0.0,0.0,0.06679546667283162,0.0,-0.10193009091641005,-0.0790736891012001,-0.050555337550224774,0.0,0.0,0.0,0.0,-0.10061908394572269,-0.15523613200526382,0.0,-0.11363842479905359,-0.1372829411693098,0.0,0.0,0.0,0.10102253308428594,0.06520013698664237,1.0,0.0,-0.19314446096337562,-0.051554266070739034,0.08958529426980173,0.0,0.0,0.2573971009312514,-0.06917774659998634,0.08571415338773379,0.0,0.12807284175677078,0.0,0.0,-0.08881700191440797,0.0
"Cluster 6186Rv0177, Rv0177, FIG00821219: MCE associated membrane protein_5",0.0,0.0,0.07946245656204619,0.0,0.05838956701242158,-0.239021283139343,0.0,0.10245550601996135,0.0954496728847114,-0.08743599960798586,0.08120349279449937,0.052928330727278546,0.0,0.0,-0.07469725707253662,0.0,-0.17391619446300072,-0.10851438370254805,-0.14493405413545857,0.05148574004316399,0.0,0.09612868802437617,0.10775617358470148,0.0,-0.05969985731123381,0.0860923703766178,0.08474761929634939,-0.06691803297702113,-0.05309197504659475,0.0,-0.057326945866279025,-0.05775985462603466,0.0,-0.15532841549462753,-0.08260059852314329,-0.05485845953829079,0.0,0.0,0.0,-0.13060435613833699,-0.16565154280488462,0.052801245314309755,0.07162940135988384,0.06198922993966328,0.0,1.0,-0.16613307502023794,0.0,0.0,0.0,0.10686904791910161,-0.14137068571335337,-0.06729633561063135,-0.07888377006446162,0.0,-0.17022396779760862,0.0,0.595195064468116,0.12991507318491027,0.0
"Cluster 7820Rv3891c, esxD, Esat-6 like protein EsxD_2",-0.12150442396777145,-0.06101135704563866,-0.15891822165738334,0.0,0.0,0.06503164636671532,-0.07527739015445481,0.0,-0.06152672564880466,0.0,0.0,0.0,0.0,0.0,0.07656193901991105,0.0,0.0,0.0,0.0,0.0,0.0,-0.103719795842902,-0.0740562061174228,0.05692757561706533,0.0,0.0,0.0,-0.1502450512110698,0.0797974705957204,0.06327485633264107,0.0,0.0,-0.18125541738675524,0.0895755913707958,0.1407506084301345,0.4262291436734972,-0.08421255977261428,-0.05820489517928849,0.0,-0.05635063686335754,0.0,0.0,0.0,0.0,-0.19314446096337562,-0.16613307502023794,1.0,0.06206066230187663,0.0,0.0,0.0,-0.21122473733109076,0.07400671857339507,0.0,-0.06162253122243999,0.0,0.0859880482182089,-0.11088627740289732,-0.19158950451447276,-0.05704638963892395
"Cluster 5395Rv0981, mprA, Mycobacterial persistence regulator MprA (Two component response transcriptional regulatory protein)_3",-0.2937595614526238,-0.15144031719706882,-0.16363454643493916,0.0,0.13780471014920626,0.0,-0.2785839882521809,0.0,0.2269216625953093,-0.18503471157163878,0.0,0.0,0.12789836226246928,0.0,0.07242036523990461,-0.08355602491456689,0.0,-0.14490593795362283,0.0,0.09349429460874505,0.10852557618078429,-0.057846394570574645,-0.1332892252310414,0.0,0.0,0.0,0.0,-0.09200894125237499,0.1297237370775201,0.07452447604113828,0.0,0.0,-0.11877769390660013,-0.08922442447394738,0.2753791990329928,-0.119762904932567,-0.08340543118724512,0.0,0.0,-0.09067470310378957,0.0,0.07740613141359767,-0.06688942214543929,0.0896794935217939,-0.051554266070739034,0.0,0.06206066230187663,1.0,0.0,0.06357800313415686,-0.1003314969429302,-0.07720324451810416,0.18559443943349316,0.142122197506293,-0.0897020615335326,0.0,-0.05165672361187078,0.05703799569876896,0.0,0.08219190559809803
"Cluster 7316Rv0827c, kmtR, Transcriptional regulator, ArsR family_4",0.11228458809238852,-0.113640432480558,0.0,0.0,0.0,0.0707886870302751,0.06365522864787075,-0.07801799033430501,-0.051738829696279444,0.0,-0.10688013197268124,0.06052303204252594,0.07276981792316392,0.08725731948818409,0.0,0.0,0.0,0.0,0.05185362703150276,0.0,0.05558158183407576,0.0,0.11408046424650525,0.0666662751654465,-0.05037332474606739,0.0,-0.1610729881422942,0.11329020090729673,0.0,-0.06375735277793786,0.05181359980188996,0.0,0.0,0.16055075646007852,-0.07696133187344888,0.0,-0.0953750350115468,0.06657746359535559,-0.09203639119365588,-0.09387035756868149,0.0762500753022736,-0.07779884253616293,0.0641676657747752,0.0,0.08958529426980173,0.0,0.0,0.0,1.0,0.0,0.09743417890278895,-0.08214925756013501,0.0,0.0,0.130361379573685,-0.08407982291031461,0.0805890247147854,0.0,0.0,0.0
"Cluster 3137Rv2786c, ribF, FMN adenylyltransferase (EC 2.7.7.2) / Riboflavin kinase (EC 2.7.1.26)_3",0.0,-0.0915805011103941,0.08518867920197867,0.0,-0.05588418815501435,0.12890763053470408,0.0,0.0,-0.11114633174571965,0.08649114006554837,0.0,0.0,0.0720338250720062,-0.051945547026932555,-0.06480354548097238,0.11862843501086857,0.0,0.12635845073942373,0.24394565151243247,-0.07378459937267391,0.3519762373405061,-0.10102532545311226,0.07246503159072501,-0.10971913492869188,0.10331032668234048,0.0,0.0,-0.11459264393390739,0.2616818458902007,-0.05982198855317319,-0.08031518681470823,0.0,0.0,0.06311247195822174,0.10360900918674044,-0.06523611416113193,0.19687921074524012,-0.10029588066552857,0.0,0.0,0.15005967123843608,0.0,0.0,0.0,0.0,0.0,0.0,0.06357800313415686,0.0,1.0,0.0,-0.08643043978778872,0.0788355970158605,-0.23658947306183753,0.0,0.09543412797604225,0.05961398695407381,0.0,0.0,0.0912723795707259
"Cluster 4855Rv1857, modA, Molybdenum ABC transporter, periplasmic molybdenum-binding protein ModA (TC 3.A.1.8.1)_1",0.08193262729148798,-0.06534553709099637,0.11859979479359278,-0.05273073166716731,-0.07167245871429145,-0.14190488392682638,0.0,0.0,0.0,0.0,0.06439667075678014,0.10965169176545453,-0.06837279157372665,-0.10144974390598276,0.056763475033419074,0.0757193626417375,0.0,0.0,0.0,0.0,0.0,0.0,0.11381262753416509,0.07739678062993079,0.0,0.0,0.0,0.05861081093187814,0.08907027591599954,-0.05748891027255788,-0.12423069193946945,0.13577923619141385,0.0,0.13869770719134128,-0.05288422395403388,0.0,0.08159375498389612,0.057937610477233864,-0.050720562468442726,-0.13017833986941785,-0.15007208631252894,0.0,0.05001561047352829,0.0,0.0,0.10686904791910161,0.0,-0.1003314969429302,0.09743417890278895,0.0,1.0,-0.057809330892997564,0.0842581059054727,-0.08444725053530595,-0.06123304799305117,0.0,-0.0828361889032608,-0.07065999314170379,0.12290915712447473,0.0
"Cluster 2262Rv2425c, Rv2425c, VWA containing CoxE family protein_1",0.07512285147588654,0.14859973842939658,0.0,-0.08735422611646738,0.09930891778085552,0.0,0.0,-0.09000437535590912,-0.09365942999776707,0.2015458582931983,0.09805653175496631,-0.08735812317168058,0.0,-0.1320485648139734,0.0,-0.1978589342735965,0.07636302179111838,-0.09398994057050535,-0.151885275706668,0.06037892779234825,0.0,0.09242429811975443,0.0,-0.17628564458346024,0.10387256783042047,0.10408530039188413,0.0,0.0,-0.13359308000959877,-0.05363158259206731,0.0,0.0,0.15865836838130382,0.0,0.0,-0.0907105487707329,0.0,0.0,0.0,0.0,0.0,-0.15238160938804063,0.0,0.11132964349254193,0.2573971009312514,-0.14137068571335337,-0.21122473733109076,-0.07720324451810416,-0.08214925756013501,-0.08643043978778872,-0.057809330892997564,1.0,-0.11696765147785199,-0.05329410165930759,0.0,0.0,0.0,-0.06333145173030122,-0.17621812988182411,0.0
"Cluster 5114Rv1483, fabG1, 3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)_2",-0.11249598117091313,-0.1929852562296448,-0.19421292853696426,-0.11292293891498463,0.056227000635957584,0.0,-0.19628476311489806,-0.07218984858371073,-0.07755339632707454,-0.06671436603388176,0.0,0.0,0.0,0.05403963089779481,0.13143623593400844,0.0,0.0,0.0,0.1650053477729207,0.0,0.0,0.0,-0.14701954975784481,0.0,0.1917197041914204,0.11057508864295518,0.12625050400719984,-0.13407938265073346,0.23712361044638536,0.11686031507307043,-0.24005741021718824,0.0,0.0,-0.06686219605069434,0.2257531181676581,-0.1495242554984519,0.14230623329709066,-0.1957699445189551,0.12948017887134372,0.0,0.13702723240730288,0.47355125886891153,-0.15342101836821406,-0.1327036149268201,-0.06917774659998634,-0.06729633561063135,0.07400671857339507,0.18559443943349316,0.0,0.0788355970158605,0.0842581059054727,-0.11696765147785199,1.0,-0.058104397654330446,0.0,0.12680272782184723,0.12168210469120769,-0.13499918168866856,0.08711742466229512,0.0
"Cluster 1916Rv2996c, serA1, D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)_1",-0.058096301125291024,0.0,0.0,0.057229429928658315,0.0,-0.060176718142818025,0.0,-0.1530310625273237,0.7081167230414787,0.0,-0.08264614203749117,0.11272002000531753,-0.07395404723858219,0.14023607946845457,0.0,0.0,0.0,-0.0946593217732215,0.0,0.1459746096197066,0.0,0.0,0.0,-0.09425601757493943,-0.07253833168582718,0.05226032362779053,0.08400439516659575,0.0,-0.1271373789595515,0.07288034678108173,-0.09451855290316892,0.0,-0.08870129770789797,0.05327923367090221,-0.056663581373321635,0.0,-0.16796924595124288,0.0,-0.10014341601884573,0.0,0.0,0.0,0.0,0.06194111395754703,0.08571415338773379,-0.07888377006446162,0.0,0.142122197506293,0.0,-0.23658947306183753,-0.08444725053530595,-0.05329410165930759,-0.058104397654330446,1.0,0.0,0.0,-0.052792086960327604,-0.05469894675512922,0.0,0.0
"Cluster 3219Rv0003, recF, DNA recombination and repair protein RecF_2",0.10277296382485913,0.0,0.0,0.0,-0.051926336575821075,0.0,0.0,0.06269704044659317,0.0750314176114692,0.0,0.0,0.0,0.0,0.0,0.0,-0.06071673135040389,0.0,0.0,0.08212584469264218,0.0,0.0,0.09159902254690118,0.0,0.0,-0.0665548500374755,0.0,0.0,-0.1804463591272513,0.08912940461609355,0.0,-0.19641023876592512,-0.059213334865045146,0.0,-0.09754707668555593,0.0,0.0,0.0,-0.09909815543095679,0.0,0.06312688119330168,0.0,0.1174588062806547,0.06670242480210416,-0.07268457747459657,0.0,0.0,-0.06162253122243999,-0.0897020615335326,0.130361379573685,0.0,-0.06123304799305117,0.0,0.0,0.0,1.0,-0.05407858467538056,0.0,0.15485534998808367,0.0665829831256286,-0.0564373504831058
"Cluster 3774Rv3336c, trpS, Tryptophanyl-tRNA synthetase (EC 6.1.1.2)_2",0.13120972673767578,0.0,0.0,-0.13533759055588349,-0.18834490692493616,0.1622744042802283,-0.059897251164540526,-0.08010925512738476,-0.1460593304017586,0.1782182399868789,-0.08549901057472462,0.0,0.0,0.0800980714704121,0.07045982753974363,0.0,0.05101442187269115,0.0,0.10539303470766212,-0.08893937086012062,-0.05937464973307769,0.0,-0.0543960737058678,0.0,0.0,0.13189580868173167,-0.06576473767243833,-0.14213904468318364,0.1971230518940249,0.06469246222791633,0.0,0.13851915613719248,0.0,-0.08298324943007808,0.0,0.0,-0.058259870727295514,-0.10761426986561651,-0.1166906756993361,0.12788414767179776,0.07445332352749649,0.06356502827660039,0.0,-0.18587081416688156,0.12807284175677078,-0.17022396779760862,0.0,0.0,-0.08407982291031461,0.09543412797604225,0.0,0.0,0.12680272782184723,0.0,-0.05407858467538056,1.0,-0.1097954501054577,-0.0902950484435322,0.0,0.1043407409453953
"Cluster 59380, 0, RNA polymerase sigma-70 factor, ECF subfamily_3",0.0,-0.08881580029644977,-0.07540798392233947,-0.16293182959882166,0.09038151703739493,0.0886236115038317,-0.11921959170239349,0.0,-0.08817513284558112,0.0,0.08046236200821223,-0.08838336484620621,0.0,0.0,0.0,-0.056928698168403465,0.0,-0.0846754395035348,0.08134271201125372,0.0,0.0,-0.06882736676021307,-0.06757662757774975,0.0,0.0858077106391658,0.0,0.09386787289059138,0.0,0.07407398711818695,0.0,-0.08869684800519623,-0.08829951583405254,0.0,0.0,0.0,0.0,-0.10073312294882275,-0.08973838489496697,0.05419454839609902,-0.10613299707422676,0.11584086506610429,0.10814526201686205,0.0,-0.10468253922687018,0.0,0.0,0.0859880482182089,-0.05165672361187078,0.0805890247147854,0.05961398695407381,-0.0828361889032608,0.0,0.12168210469120769,-0.052792086960327604,0.0,-0.1097954501054577,1.0,0.0,-0.08055396759077331,-0.05206304833822837
"Cluster 6186Rv0177, Rv0177, FIG00821219: MCE associated membrane protein_2",0.0,0.0,0.13120904745872825,0.0,0.0,-0.16144698714158612,-0.09272150822910298,0.0,0.0687324408541941,0.0,0.09671164933691745,0.0,-0.10271781992353868,0.0,-0.14791366960280586,0.0,-0.30420662778010604,-0.09098232159893131,0.0,-0.0759110564306061,0.0,0.1441252280070451,0.186383964231818,0.0,0.0,0.05819064800868014,0.0,-0.1294362811554611,-0.09632558053664324,0.0,0.06130012233162445,-0.12443920719662767,-0.10057154766099621,-0.11843416225287144,-0.1673670226621439,-0.10121729808210969,0.0,0.0,0.06589144169668329,0.05125514027505343,-0.0692006684017962,0.0,0.0,0.0,0.0,0.595195064468116,-0.11088627740289732,0.05703799569876896,0.0,0.0,-0.07065999314170379,-0.06333145173030122,-0.13499918168866856,-0.05469894675512922,0.15485534998808367,-0.0902950484435322,0.0,1.0,0.23058944505753037,-0.11380322150577203
