,"Cluster 893Rv0006, gyrA, DNA gyrase subunit A (EC 5.99.1.3)_5","Cluster 893Rv0006, gyrA, DNA gyrase subunit A (EC 5.99.1.3)_13","Cluster 491Rv0667, rpoB, DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)_9","Cluster 4244Rv3806c, ubiA, 5-Phosphoribosyl diphosphate (PRPP): decaprenyl-phosphate 5-phosphoribosyltransferase (EC 2.4.2.45)_2","Cluster 3930Rv2043c, pncA, Nicotinamidase (EC 3.5.1.19)_10","Cluster 893Rv0006, gyrA, DNA gyrase subunit A (EC 5.99.1.3)_9","Cluster 7926Rv1102c, mazF3, Death on curing protein, Doc toxin_6","Cluster 893Rv0006, gyrA, DNA gyrase subunit A (EC 5.99.1.3)_8","Cluster 3909Rv3848, Rv3848, FIG037441: Conserved transmembrane protein_2","Cluster 1277Rv0959, Rv0959, FIG019045: long form Mg-chelase associated protein with vWA domain_2","Cluster 7125Rv2757c, vapC21, toxin VapC18_7","Cluster 893Rv0006, gyrA, DNA gyrase subunit A (EC 5.99.1.3)_12","Cluster 2122Rv3854c, ethA, Monooxygenase EthA (EC 1.-.-.-)_9","Cluster 8038Rv3923c, rnpA, Ribonuclease P protein component (EC 3.1.26.5)_4","Cluster 4476Rv0633c, Rv0633c, putative membrane protein_5","Cluster 1116Rv1908c, katG, Catalase (EC 1.11.1.6) / Peroxidase (EC 1.11.1.7)_7","Cluster 2227Rv0758, phoR, Two-component system response phosphate sensor kinase, PhoR_2","Cluster 491Rv0667, rpoB, DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)_4","Cluster 5780Rv1972, Rv1972, FIG00821219: MCE associated membrane protein_4","Cluster 4244Rv3806c, ubiA, 5-Phosphoribosyl diphosphate (PRPP): decaprenyl-phosphate 5-phosphoribosyltransferase (EC 2.4.2.45)_3","Cluster 4486Rv2764c, thyA, Thymidylate synthase (EC 2.1.1.45)_4","Cluster 1153Rv2112c, dop, Pup ligase PafA' paralog, possible component of postulated heterodimer PafA-PafA'_5","Cluster 1058Rv0092, ctpA, Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)_3","Cluster 3598Rv3124, moaR1, transcriptional regulator, AfsR/DnrI/RedD family_4","Cluster 5948Rv2604c, snoP, Pyridoxal 5'-phosphate synthase (glutamine hydrolyzing), glutaminase subunit (EC 4.3.3.6)_1","Cluster 6915Rv2290, lppO, L-lysine 6-monooxygenase MbtG (EC 1.14.13.59) [mycobactin] siderophore @ L-lysine 6-monooxygenase (EC 1.14.13.59) in siderophore biosynthesis gene cluster_1","Cluster 3870Rv1201c, dapD, 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117)_3","Cluster 152Rv2931, ppsA, Phenolpthiocerol synthesis type-I polyketide synthase PpsA (EC 2.3.1.41)_4","Cluster 551Rv3795, embB, Integral membrane indolylacetylinositol arabinosyltransferase EmbB (EC 2.4.2.-)_11","Cluster 551Rv3795, embB, Integral membrane indolylacetylinositol arabinosyltransferase EmbB (EC 2.4.2.-)_9","Cluster 8586Rv2550c, vapB20, DNA-binding protein, CopG family_1","Cluster 1613Rv2042c, Rv2042c, Nicotinamidase (EC 3.5.1.19)_2","Cluster 165Rv2934, ppsD, Phenolpthiocerol synthesis type-I polyketide synthase PpsD_3","Cluster 5265Rv3058c, Rv3058c, Transcriptional regulator, AcrR family_3","Cluster 2212Rv0346c, ansP2, L-asparagine permease_1","Cluster 3622Rv0479c, Rv0479c, putative membrane protein_3","Cluster 6316Rv3471c, Rv3471c, Mannose-6-phosphate isomerase_3","Cluster 2550Rv3820c, papA2, PKS-associated protein PapA, condensation domain-containing_2","Cluster 3632Rv3520c, Rv3520c, Coenzyme F420-dependent oxidoreductase_1","Cluster 5948Rv2604c, snoP, Pyridoxal 5'-phosphate synthase (glutamine hydrolyzing), glutaminase subunit (EC 4.3.3.6)_2","Cluster 6770Rv1081c, Rv1081c, putative membrane protein_1","Cluster 89060, 0, Cys-tRNA(Pro) deacylase YbaK_1","Cluster 5094Rv0247c, Rv0247c, Succinate dehydrogenase iron-sulfur protein (EC 1.3.5.1)_2","Cluster 4444Rv2436, rbsK, Ribokinase (EC 2.7.1.15)_1","Cluster 3842Rv0989c, grcC2, Solanesyl diphosphate synthase (EC 2.5.1.11)_3","Cluster 6096Rv1031, kdpC, Potassium-transporting ATPase C chain (EC 3.6.3.12) (TC 3.A.3.7.1)_1","Cluster 4286Rv2859c, Rv2859c, COG2071: predicted glutamine amidotransferases in hypothetical Actinobacterial gene cluster_1","Cluster 5100Rv3908, mutT4, Diadenosine hexaphosphate (Ap6A) hydrolase; Bis(5'-nucleosyl)-tetraphosphatase (Ap4A) (Asymmetrical) (EC 3.6.1.17)_2","Cluster 5178Rv2882c, frr, Ribosome recycling factor_2","Cluster 415Rv0668, rpoC, DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)_6","Cluster 1909Rv1453, Rv1453, Possible regulatory protein Trx_7","Cluster 0Rv2048c, pks12, Polyketide synthase_12","Cluster 27000, 0, Monooxygenase EthA (EC 1.-.-.-)_1","Cluster 5093Rv2773c, dapB, 4-hydroxy-tetrahydrodipicolinate reductase (EC 1.17.1.8)_2","Cluster 3601Rv0077c, Rv0077c, Alpha/beta hydrolase family_1","Cluster 7316Rv0827c, kmtR, Transcriptional regulator, ArsR family_3","Cluster 3120Rv2924c, fpg, Formamidopyrimidine-DNA glycosylase (EC 3.2.2.23)_3","Cluster 1137Rv2435c, Rv2435c, Adenylate cyclase (EC 4.6.1.1)_4","Cluster 2212Rv0346c, ansP2, L-asparagine permease_2","Cluster 6915Rv2290, lppO, L-lysine 6-monooxygenase MbtG (EC 1.14.13.59) [mycobactin] siderophore @ L-lysine 6-monooxygenase (EC 1.14.13.59) in siderophore biosynthesis gene cluster_2"
"Cluster 1613Rv2042c, Rv2042c, Nicotinamidase (EC 3.5.1.19)_2",-0.2992592678598955,0.2068335263027771,0.19828239326071162,0.24730809043632282,-0.12587663807963664,0.1139144660171092,0.1253431816026548,-0.07874309476003014,-0.24212529684465586,0.16576356613770232,-0.20493175278066472,0.07228929567062005,-0.13693427065948893,0.06440901082954416,0.0,0.0,0.0,-0.06548700024515103,-0.06077360409262811,0.0,0.0,-0.11740073714906492,0.0,0.06844671736617103,0.19071475529455933,-0.11866915359882566,0.052223147824756115,0.11271477227189997,-0.25669210463858233,-0.1394514598921512,0.2073384109465208,1.0,0.0,0.1157626667456021,-0.06421565022968069,0.09171481613511255,0.9216704150827045,0.1094769939179407,0.14624902476660842,-0.08995540025929123,0.09504527235317951,-0.23929141042728513,0.0,0.06549920476377011,-0.15016946893234134,0.0,0.13801849228480434,0.0,0.0,-0.09368216391532598,0.06798588966768494,0.13517917838075086,0.11707824688073581,-0.13385859412608023,0.07487079907052341,0.05804834727824996,0.08948131030398569,-0.1232829028263894,0.07681072362177062,0.12436131145078709
"Cluster 165Rv2934, ppsD, Phenolpthiocerol synthesis type-I polyketide synthase PpsD_3",-0.15738142848260767,0.07411062622134919,0.0,0.06261494199469916,-0.1715910131545055,0.0,0.10571093336880459,-0.11942181343291161,-0.20473570409723857,-0.05926870693897994,-0.06381331319793383,0.24585214941981257,-0.07348700359773969,0.0,-0.15244307436283291,0.0,-0.13548467095295766,0.32500560516797644,-0.11941744266200807,-0.1225741509465668,0.0,0.08656992636836562,0.0,0.0,0.0,-0.10936650559208158,0.18213923260238266,0.15053766753883274,0.0,-0.06013402087520556,-0.12181643252699913,0.0,1.0,0.0,0.0,0.15281782656611081,0.0,-0.09182475193458846,0.0,-0.12463473772295502,0.0,0.11142137614812386,0.13974749673049544,0.0,-0.15515557275974481,-0.2559311990082865,-0.1103769631101585,0.1347673728022282,0.0,0.0,0.0,0.10661053888396302,0.06879505972939648,0.0,0.0,0.1854656373678529,0.1219035562381535,0.09034516863962053,0.06907122219471878,0.0
"Cluster 5265Rv3058c, Rv3058c, Transcriptional regulator, AcrR family_3",-0.12119618966589368,0.09996066744523108,0.0,0.12949359995488466,-0.17510228953143323,0.22924096856745055,0.13990153360436972,-0.17752007068304304,0.0,0.0,-0.16999219172372584,0.1933698554232506,-0.06685057002389687,-0.1140867542294235,0.0,0.22856341790673398,-0.14402818052458485,0.10948665112327373,-0.10979643553455146,0.0,-0.06334594443243187,-0.118601432426807,0.0,0.094836222436603,0.13397565773440137,0.0,0.0,0.0,0.08947511997116549,-0.12390072403247775,0.09765399884890824,0.1157626667456021,0.0,1.0,-0.09663190926765909,-0.08274662167064421,0.14464588335443715,0.05316492571893953,0.11061151185510598,0.0,0.1363600134129879,0.0,0.0,0.0,-0.05699000266221732,-0.13726409337655476,0.08589901390508564,0.1325446870174322,0.0,0.06487424463484372,-0.06427735292172256,0.0713466770798988,0.15964382303253183,-0.12124836005109203,0.14382241810630828,0.0,-0.06928761265762812,0.0,0.0,0.14098309584160781
"Cluster 2212Rv0346c, ansP2, L-asparagine permease_1",0.10339967455321146,-0.14805217541318014,0.0,0.0,0.0,0.0,-0.10299351247236221,0.13618316468088248,-0.1301636084762274,-0.1637493679557492,0.0,-0.07270860876049805,0.08889188960021914,0.2045535358714862,-0.1880099510419843,-0.07620683471346562,0.0,0.0,0.09640523274133266,0.13964293061297423,0.0,0.16922731517595554,0.08599628088687775,-0.14969391802625312,0.0,0.11156859361258169,0.0,0.0,0.09130043173343202,0.14738238190403313,-0.15967479752523087,-0.06421565022968069,0.0,-0.09663190926765909,1.0,-0.1295707477739425,-0.10482438312193798,-0.1039567370733454,-0.14553858680666956,0.12455973341996868,0.0,-0.06270222055857752,-0.12082430461610565,0.0,0.19484447113571912,0.053158925374182216,-0.0690612529072412,-0.09756894183866764,-0.0583558735333055,0.053621514806883964,0.06422073012772946,0.0752911561044508,-0.08850540517648273,0.09286142582782198,0.0,-0.09634628815568305,0.0,0.0,-0.1744133655719715,0.0
"Cluster 3622Rv0479c, Rv0479c, putative membrane protein_3",-0.23922101418763425,0.09373867866304884,0.15016125505733263,0.12934821017855808,-0.18255382761242622,0.08736065898490573,0.11542893192231675,-0.07828249181517026,-0.11182536945052719,0.11315632690248557,0.0,0.08597619249379096,-0.08974804225331076,0.0,0.07089773665099589,0.0,0.0,0.0,-0.0702340736962532,-0.329148205691812,-0.1347141135919232,0.0,0.11701505577770445,0.0,0.28229636243760725,-0.2543399453996551,0.0,0.0,0.0,-0.07820300365173237,-0.07300250996946012,0.09171481613511255,0.15281782656611081,-0.08274662167064421,-0.1295707477739425,1.0,0.0,0.0,0.06011799364330859,-0.30104121857009086,-0.12574808873646706,0.0,0.10332563926995125,0.0,0.0,-0.05645373711801203,0.09245538013547971,0.0,0.0,-0.16654067033508232,0.0,0.05786265009384831,0.06697583569378847,0.0,-0.10292860145367316,0.15605638737376215,0.15924787673787447,0.19776651290391503,0.19478395619354918,0.16991560209937862
"Cluster 6316Rv3471c, Rv3471c, Mannose-6-phosphate isomerase_3",-0.2424072739413207,0.20838037881761248,0.1904949652699948,0.23598865697821342,-0.09177231852022653,0.1075323699880549,0.1491839142504553,-0.0722231703602876,-0.225547160933355,0.12133330998513488,-0.16171479628265414,0.10512559927739948,-0.14084646504382908,0.0,0.0,0.05942132769423523,0.0,-0.055263299701780275,0.0,0.0,0.0,-0.15153785240416154,0.0,0.0800501343918621,0.11327118627911299,-0.09502733670539144,0.058086623307637156,0.10068808022667519,-0.25649039429761783,-0.11677845345778519,0.22426425181324147,0.9216704150827045,0.0,0.14464588335443715,-0.10482438312193798,0.0,1.0,0.14885332539964813,0.12204221120696565,-0.07020399678806767,0.10153869259677265,-0.19574802093228713,0.0,0.10087332581101752,-0.1863225408275461,0.0,0.13052831669067486,0.06298877636593782,0.060617461047281426,-0.07932577657659319,0.0,0.17172841303369304,0.12056938451015796,-0.10112066648618154,0.07828363473694651,0.08378469299275838,0.1026677687119814,-0.14205087519323967,0.05372819959674207,0.1300362970247823
"Cluster 2550Rv3820c, papA2, PKS-associated protein PapA, condensation domain-containing_2",-0.11831000356020129,0.18560583466699934,0.26005580725677574,0.20237098274209078,0.0,0.08136541695330896,0.24201605617785638,0.0,0.0,0.0,-0.08944251163998229,0.0,0.0,-0.15178387060891135,0.0,0.0,-0.0985358433195749,-0.07399666824507804,-0.14141423388317376,-0.11926379970082902,-0.13969728058985864,0.0,0.0,0.14753469185584636,0.06569456756490828,0.0,0.06842253707106395,-0.10732348787572862,-0.08287138226706092,0.0,0.20274846435523822,0.1094769939179407,-0.09182475193458846,0.05316492571893953,-0.1039567370733454,0.0,0.14885332539964813,1.0,0.0828812035318552,-0.09415663469823796,0.0,-0.15750187157142323,0.0,0.0,0.0,0.0,0.16963382007086944,0.0,0.0,-0.21021673929322146,0.08220707404920162,0.0,0.14079125135846984,-0.09403352539068996,0.0,0.0,0.0,0.0,0.15505048224410953,0.1010195133616344
"Cluster 3632Rv3520c, Rv3520c, Coenzyme F420-dependent oxidoreductase_1",-0.07393012302279175,0.11168030763572785,0.1644225396962503,0.1360321690103553,0.0,0.0,0.07853952335792203,-0.07464887151285328,0.0,0.05095835920395546,0.0650796397766031,0.07182819981468123,-0.11687825564185662,-0.17871067922540276,0.0,0.0,-0.1495988286810439,0.0,-0.12548276508581524,-0.08878191333692113,0.07572099449081647,-0.06822834713610428,0.11625480546479809,-0.05644232714221213,0.0,-0.09207494970501391,0.0,0.0,-0.1726700055541423,-0.146614157747159,0.24060440501888872,0.14624902476660842,0.0,0.11061151185510598,-0.14553858680666956,0.06011799364330859,0.12204221120696565,0.0828812035318552,1.0,0.13529343671785096,0.0,-0.21286418419378206,0.0,0.16024157425095942,-0.2650315231127607,0.0,0.07156629963661072,0.05558848139465979,0.0,0.0,0.0,0.0,0.11043280102768938,0.0,-0.05651109173489776,-0.06730236213756115,0.0,0.09193862457514192,0.0,0.06768672935307525
"Cluster 5948Rv2604c, snoP, Pyridoxal 5'-phosphate synthase (glutamine hydrolyzing), glutaminase subunit (EC 4.3.3.6)_2",0.2241939658922773,-0.15443920481739035,-0.09243247157390354,-0.08839326618060865,0.19950022449963814,-0.15908297885609762,-0.28873417482700015,0.20748274877521483,-0.0688952865227365,-0.1832775267465705,0.059631942716707215,-0.16259461301131067,0.08868647180954267,0.05170636672682761,-0.11024307446628132,-0.10565391550507575,0.0,0.0,0.09176997311257093,0.3590375892212236,0.19551094860956864,-0.23792536990768945,0.0,-0.056590002319506345,-0.6513485982720894,0.09488690845513602,0.0,-0.10155912883222526,0.0,0.0,0.07408246090190408,-0.08995540025929123,-0.12463473772295502,0.0,0.12455973341996868,-0.30104121857009086,-0.07020399678806767,-0.09415663469823796,0.13529343671785096,1.0,0.07225040285846135,0.0,-0.13556077371606895,0.0,0.0,0.1639953429417669,-0.07812088894682902,-0.11571309720226437,0.0,0.0,-0.22138919468876408,-0.07184620693068733,0.0,0.0,0.10928380895076435,-0.18299444965320139,-0.05859158669114352,-0.08206623973768341,-0.20368465895471186,0.0
"Cluster 6770Rv1081c, Rv1081c, putative membrane protein_1",-0.1976448795877095,0.1431018553431648,0.05194859380525153,0.052793834421358155,-0.20800145720667798,0.14258260958109067,0.0,0.0,-0.06888012978522945,0.0,-0.1789141042441839,0.08491891858777675,0.0,0.0,-0.11411460063166409,0.06432804070644316,-0.07093971022956624,-0.06951610017841375,0.0,0.12550039080455633,-0.19658535084435164,0.0,0.12546686277012783,0.0,0.0,0.05419231756632985,0.24042476488216546,0.07083143940353917,0.0,0.0,0.13294700745160265,0.09504527235317951,0.0,0.1363600134129879,0.0,-0.12574808873646706,0.10153869259677265,0.0,0.0,0.07225040285846135,1.0,0.0,-0.06988740588307907,-0.13714708782916704,0.0,-0.18655152446339127,0.0,0.21779413511187176,0.0,0.0,0.0,0.0,-0.05224370283689452,-0.05758140760149601,0.06303224247830717,-0.12402096412707424,0.0743620521463382,-0.06790532701121624,0.0,0.10219498452675589
"Cluster 89060, 0, Cys-tRNA(Pro) deacylase YbaK_1",0.19263581810749794,-0.14960425347899595,-0.21573232064531087,-0.14574929123458819,0.10743271913903861,0.0,-0.1739960293338581,0.0,0.11266819529699572,0.0,0.0740562125414246,-0.08632040420952063,0.11275508849788812,0.0,-0.13932369390565233,0.0,0.1190748501379806,0.1648206394536189,0.0,0.17098150520626182,0.0,0.0,-0.0963992768362153,0.0,-0.10524966025939617,-0.2132110320750703,0.07853492868627414,0.0,0.23260265710614556,0.06624114769246808,-0.13755857074736091,-0.23929141042728513,0.11142137614812386,0.0,-0.06270222055857752,0.0,-0.19574802093228713,-0.15750187157142323,-0.21286418419378206,0.0,0.0,1.0,0.0,-0.07437296369767911,0.0,-0.10821023147508939,0.0,0.0,-0.21318859044072822,0.0,0.0,-0.08344548800807819,0.0,0.0,0.0,0.13936419272009548,0.09655651660397215,-0.0847635298683154,0.0,-0.05815652027991719
"Cluster 5094Rv0247c, Rv0247c, Succinate dehydrogenase iron-sulfur protein (EC 1.3.5.1)_2",-0.2753441109124843,0.22879742961952895,0.0,0.05943970770438889,-0.25823509074997497,0.1355784398121924,0.07811051286913087,-0.15523959980953964,-0.060639732387389206,0.1299300639493985,0.0,0.23116806277325053,-0.17518884525430709,-0.14094354197615053,0.0644282902882645,0.11192364457104755,0.09005574425574947,0.08774546411238578,0.0,-0.15931627383536864,-0.1012576262876579,-0.1281121358085734,0.0,0.0,0.0,-0.1720977041548127,0.0,0.09083534354980231,-0.060333161097452626,0.0,0.07551543904846256,0.0,0.13974749673049544,0.0,-0.12082430461610565,0.10332563926995125,0.0,0.0,0.0,-0.13556077371606895,-0.06988740588307907,0.0,1.0,0.050383377566029376,-0.07961211635985332,-0.07740828579814703,0.0,0.14358645300630754,-0.10759489533594552,-0.10365484978624762,-0.05281149694267653,0.097096967500146,0.0,0.0,0.13613300755919608,0.06318327888110555,0.07785540564137672,0.0,0.09467370170117388,0.0
"Cluster 4444Rv2436, rbsK, Ribokinase (EC 2.7.1.15)_1",-0.0761609663123587,0.21414130792082503,0.11013183018368174,0.160277307543347,0.12946267614279092,0.0,0.05855327023538789,-0.18040878662160173,0.0,0.0,-0.1358114849929358,0.0,-0.12637888368565314,-0.14115399922125296,0.050091939935619556,0.0,0.0,-0.1432502106041084,0.0,-0.11262893237623925,0.19950507237771437,0.08288853713111635,-0.06439961560318773,0.0,-0.06796932579964089,0.0,0.0,0.0,0.0,-0.13206008561595178,0.05952857718747718,0.06549920476377011,0.0,0.0,0.0,0.0,0.10087332581101752,0.0,0.16024157425095942,0.0,-0.13714708782916704,-0.07437296369767911,0.050383377566029376,1.0,-0.1377493576665186,0.12622611294724642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1038366336544426,0.052895556371834,0.0,0.0,0.0,0.0
"Cluster 3842Rv0989c, grcC2, Solanesyl diphosphate synthase (EC 2.5.1.11)_3",0.21194531415895138,-0.3190112822715632,-0.1522188317688232,-0.23883319156318422,0.12752259527453652,-0.13361463409754815,-0.12108369940907454,-0.07672571648768034,0.09371413639216616,-0.14414276763099193,0.0,0.0,0.06746477900941973,0.1876874635101616,0.0,0.0,0.05041043418213896,0.0,0.0,0.11730284901285475,0.0,0.09222477114517459,-0.12014336109816495,-0.10584592263966416,-0.050927675368961804,0.0,0.0,-0.18635769120810788,0.09691264787942065,0.11567306543475459,-0.15580312181976427,-0.15016946893234134,-0.15515557275974481,-0.05699000266221732,0.19484447113571912,0.0,-0.1863225408275461,0.0,-0.2650315231127607,0.0,0.0,0.0,-0.07961211635985332,-0.1377493576665186,1.0,-0.06026635807473176,-0.09124699534949476,0.07540508086311133,-0.07074373624798369,0.0,0.0,0.0,0.0,0.0,-0.17206748259542967,-0.11595775098506536,0.0,0.0,-0.08379265699709097,-0.060549013682543444
"Cluster 6096Rv1031, kdpC, Potassium-transporting ATPase C chain (EC 3.6.3.12) (TC 3.A.3.7.1)_1",0.1693007453685797,0.0,0.0,0.0,0.0,-0.12994107253942108,-0.13146011903372704,0.0,0.0,-0.07408046848067061,-0.07365375451144486,-0.12529202511608473,0.07767583582470457,0.0,-0.05656333280906072,-0.12992571612234396,0.0,-0.055491488571297494,0.11861688229179193,0.0707669671461277,0.12881725436612054,-0.07083438090348275,-0.054053983105353,0.0,-0.13317463164877225,0.0,-0.261613022078533,0.0,-0.2218140310335811,-0.0724647188387985,0.11479037683600371,0.0,-0.2559311990082865,-0.13726409337655476,0.053158925374182216,-0.05645373711801203,0.0,0.0,0.0,0.1639953429417669,-0.18655152446339127,-0.10821023147508939,-0.07740828579814703,0.12622611294724642,-0.06026635807473176,1.0,0.12101091548847523,-0.31716983062835935,0.0,-0.14377721869960486,0.07570187171903327,0.0,-0.058226274116177465,0.08485387042470525,0.0,0.0,0.0,0.0,0.0,-0.16618447396934055
"Cluster 4286Rv2859c, Rv2859c, COG2071: predicted glutamine amidotransferases in hypothetical Actinobacterial gene cluster_1",-0.07248158034241427,0.1255947525229618,0.11572046058677724,0.10985429352924513,-0.18285960753783248,0.09316908201844952,0.0,-0.10023827248738527,0.0,0.0,0.0,0.0,0.0,-0.10798886058904571,0.0,0.11346608580649645,-0.126723228408558,0.051899339511306854,0.0,-0.14717031046187257,0.0,-0.129927090931799,0.1471272706549016,0.09715018018863962,0.1079054073556676,0.0,0.0,0.0,-0.0857741937768303,-0.06283368527239944,0.1026117017448007,0.13801849228480434,-0.1103769631101585,0.08589901390508564,-0.0690612529072412,0.09245538013547971,0.13052831669067486,0.16963382007086944,0.07156629963661072,-0.07812088894682902,0.0,0.0,0.0,0.0,-0.09124699534949476,0.12101091548847523,1.0,0.0,0.08186965450719526,-0.08913062457018597,0.0,0.0,0.12408665012053505,0.0,0.0,0.0,0.0,-0.0889622844596885,0.08431571426996419,0.21116497096746964
"Cluster 5100Rv3908, mutT4, Diadenosine hexaphosphate (Ap6A) hydrolase; Bis(5'-nucleosyl)-tetraphosphatase (Ap4A) (Asymmetrical) (EC 3.6.1.17)_2",-0.23648829132072774,0.10347555314693616,0.0,0.0,-0.08859066452454598,0.11907852967732517,0.0,0.0,-0.1363611251348835,0.0797447437460068,-0.12874418441475824,0.119807813300551,-0.20779386998948218,0.10309306436713307,0.16635636059345738,0.23724345194809385,0.11729199983533897,0.06407905755280892,0.0,0.0,0.0,0.0,0.15663024995816074,0.0,0.05346475246221146,-0.18575247703922182,0.23827814164965133,0.0,0.1819056484874603,0.0,0.0,0.0,0.1347673728022282,0.1325446870174322,-0.09756894183866764,0.0,0.06298877636593782,0.0,0.05558848139465979,-0.11571309720226437,0.21779413511187176,0.0,0.14358645300630754,0.0,0.07540508086311133,-0.31716983062835935,0.0,1.0,0.0,0.07303294998696017,-0.07457267318858178,0.0,-0.05017258160730172,-0.15571698627877711,0.12965422668031054,0.12150224902189422,0.07236123472277552,0.0,-0.07894480579680775,0.25411302586786627
"Cluster 5178Rv2882c, frr, Ribosome recycling factor_2",-0.06492043706560592,0.0,0.0,0.0,0.0,0.0,0.14692928611626996,0.08774664615348667,-0.10590798150014447,-0.0607064901877384,0.0,0.0,0.1792369882879411,0.08630138243310037,0.16497094774678867,0.0,0.0,-0.13971796494106345,-0.1110693661344115,-0.21057252060381873,0.0,0.0,0.15238771936938958,-0.08510985740290644,0.0,0.0,-0.1127362495762923,0.11774741530778449,0.0,-0.05844231041265111,0.0,0.0,0.0,0.0,-0.0583558735333055,0.0,0.060617461047281426,0.0,0.0,0.0,0.0,-0.21318859044072822,-0.10759489533594552,0.0,-0.07074373624798369,0.0,0.08186965450719526,0.0,1.0,0.1371291307308099,0.08091518237651078,0.0,0.0,0.07979208488012456,0.0,-0.16258352260270068,0.0,0.0,0.0,0.0
"Cluster 415Rv0668, rpoC, DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)_6",0.22477645479530842,-0.14160295801408532,-0.2849499413910093,-0.24536568108370427,0.192984050684137,-0.2085007368738131,0.0,-0.05233533778871511,0.0639773426973672,0.0,-0.12877439669070484,0.0,0.18240599021809634,0.09341619921160277,0.0,-0.12629619679941456,0.12525602771443042,0.10555354944685179,0.05432256753936893,-0.07666398839136566,0.10222032023252395,0.0,0.0,0.0,0.051702691481748546,0.06758772843461987,0.0,0.0647648048211535,-0.09848831859884029,-0.12636530878615063,-0.0637188102325148,-0.09368216391532598,0.0,0.06487424463484372,0.053621514806883964,-0.16654067033508232,-0.07932577657659319,-0.21021673929322146,0.0,0.0,0.0,0.0,-0.10365484978624762,0.0,0.0,-0.14377721869960486,-0.08913062457018597,0.07303294998696017,0.1371291307308099,1.0,0.1017116024751483,-0.08148014284039246,0.0,-0.06733889043668391,0.13023992744236773,-0.07099216140203342,0.09268889151927616,0.0,-0.18559888448006948,-0.07607797916200104
"Cluster 1909Rv1453, Rv1453, Possible regulatory protein Trx_7",-0.06171258166545319,0.12466031026145132,0.1478227146339523,0.09320945257385713,-0.1560626532982536,0.10518670443016583,0.0,0.07098768148442655,-0.09271260927568123,0.10770939160950749,-0.08146196775342612,0.0,0.15068077048582706,-0.078909998334316,0.0,-0.05138581527685919,-0.05549615335037468,-0.062084924177456834,-0.05987822974098176,-0.17533441436414446,-0.07746657211925918,0.12308339020291842,0.0,0.0,0.1380632171096579,0.0,-0.13038246805805082,0.09745425257274633,-0.1842487541692425,0.0,0.0,0.06798588966768494,0.0,-0.06427735292172256,0.06422073012772946,0.0,0.0,0.08220707404920162,0.0,-0.22138919468876408,0.0,0.0,-0.05281149694267653,0.0,0.0,0.07570187171903327,0.0,-0.07457267318858178,0.08091518237651078,0.1017116024751483,1.0,0.0,0.10600267710062831,0.0,-0.14190049814729822,0.0,-0.06981366064712217,0.0,0.2102319518454999,-0.14374728570736045
"Cluster 0Rv2048c, pks12, Polyketide synthase_12",0.0,0.05990548905551966,0.0,0.0,-0.10031277095762317,0.21008970380516798,0.0,-0.11616142109059731,0.0,0.0,0.0,0.06499581681268382,0.0,0.0,0.0,0.10374812126971995,0.09576311917026498,0.05452932581792316,0.0,0.0,-0.07696721892572485,-0.1525586362035125,-0.10090134827351421,-0.07032345098198613,0.0,-0.06601153749222181,-0.09105436879055827,-0.08973396621829992,0.0,0.0,0.10789849686306878,0.13517917838075086,0.10661053888396302,0.0713466770798988,0.0752911561044508,0.05786265009384831,0.17172841303369304,0.0,0.0,-0.07184620693068733,0.0,-0.08344548800807819,0.097096967500146,0.0,0.0,0.0,0.0,0.0,0.0,-0.08148014284039246,0.0,1.0,0.0,-0.08677587908705603,-0.10570443023717009,0.0997178020996945,0.06823245696218894,0.0,0.0,0.08646780484409929
"Cluster 27000, 0, Monooxygenase EthA (EC 1.-.-.-)_1",-0.18952646590730715,0.1478184403805577,0.0,0.08553824814233826,-0.22655069355744262,0.08608769754606661,0.11028008893333076,0.0,0.0,0.06070636255964747,-0.10938874571324962,0.0,0.05080664492698347,-0.14141014151913492,-0.19069647495711767,0.0829216574494238,-0.1659648699004455,0.08412056779131794,-0.2240673101540475,-0.05004830049795044,0.15192551722060368,0.0,0.0890492474832404,0.0,0.06690903570421243,-0.08029324189077439,0.0,0.051137194871928436,-0.11275099518759735,-0.06247751203982885,0.07129874598052206,0.11707824688073581,0.06879505972939648,0.15964382303253183,-0.08850540517648273,0.06697583569378847,0.12056938451015796,0.14079125135846984,0.11043280102768938,0.0,-0.05224370283689452,0.0,0.0,0.0,0.0,-0.058226274116177465,0.12408665012053505,-0.05017258160730172,0.0,0.0,0.10600267710062831,0.0,1.0,-0.09891306121078275,0.0,0.14540130467933354,-0.12388248977012252,-0.12368266339857491,0.22097163428678168,0.15961079319217347
