,"Cluster 491Rv0667, rpoB, DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)_4","Cluster 1116Rv1908c, katG, Catalase (EC 1.11.1.6) / Peroxidase (EC 1.11.1.7)_5","Cluster 1116Rv1908c, katG, Catalase (EC 1.11.1.6) / Peroxidase (EC 1.11.1.7)_1","Cluster 491Rv0667, rpoB, DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)_3","Cluster 3930Rv2043c, pncA, Nicotinamidase (EC 3.5.1.19)_10","Cluster 1116Rv1908c, katG, Catalase (EC 1.11.1.6) / Peroxidase (EC 1.11.1.7)_4","Cluster 551Rv3795, embB, Integral membrane indolylacetylinositol arabinosyltransferase EmbB (EC 2.4.2.-)_11","Cluster 551Rv3795, embB, Integral membrane indolylacetylinositol arabinosyltransferase EmbB (EC 2.4.2.-)_9","Cluster 1116Rv1908c, katG, Catalase (EC 1.11.1.6) / Peroxidase (EC 1.11.1.7)_7","Cluster 1116Rv1908c, katG, Catalase (EC 1.11.1.6) / Peroxidase (EC 1.11.1.7)_3","Cluster 1116Rv1908c, katG, Catalase (EC 1.11.1.6) / Peroxidase (EC 1.11.1.7)_2","Cluster 551Rv3795, embB, Integral membrane indolylacetylinositol arabinosyltransferase EmbB (EC 2.4.2.-)_10","Cluster 415Rv0668, rpoC, DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)_6","Cluster 7435Rv0682, rpsL, SSU ribosomal protein S12p (S23e)_2","Cluster 2122Rv3854c, ethA, Monooxygenase EthA (EC 1.-.-.-)_9","Cluster 1116Rv1908c, katG, Catalase (EC 1.11.1.6) / Peroxidase (EC 1.11.1.7)_6","Cluster 551Rv3795, embB, Integral membrane indolylacetylinositol arabinosyltransferase EmbB (EC 2.4.2.-)_2","Cluster 5240Rv3919c, gid, 16S rRNA (guanine(527)-N(7))-methyltransferase (EC 2.1.1.170)_9","Cluster 7435Rv0682, rpsL, SSU ribosomal protein S12p (S23e)_4","Cluster 3881Rv3312c, Rv3312c, Hydrolase, alpha/beta hydrolase fold family_2","Cluster 4244Rv3806c, ubiA, 5-Phosphoribosyl diphosphate (PRPP): decaprenyl-phosphate 5-phosphoribosyltransferase (EC 2.4.2.45)_3","Cluster 893Rv0006, gyrA, DNA gyrase subunit A (EC 5.99.1.3)_5","Cluster 1116Rv1908c, katG, Catalase (EC 1.11.1.6) / Peroxidase (EC 1.11.1.7)_8","Cluster 2178Rv0016c, pbpA, Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)_3","Cluster 3881Rv3312c, Rv3312c, Hydrolase, alpha/beta hydrolase fold family_4","Cluster 4716Rv1433, Rv1433, putative lipoprotein_3","Cluster 4930Rv1221, sigE, Alternative RNA polymerase sigma factor SigE_1","Cluster 5025Rv1597, Rv1597, Methyltransferase_1","Cluster 2117Rv2680, Rv2680, Uncharacterized protein Q1 colocalized with Q_8","Cluster 1237Rv1877, Rv1877, EmrB/QacA family drug resistance transporter_5","Cluster 1396Rv0669c, Rv0669c, Alkaline ceramidase_2","Cluster 1695Rv1635c, Rv1635c, Membrane protein_3","Cluster 5285Rv2206, Rv2206, CblZ, a non-orthologous displasment for Alpha-ribazole-5'-phosphate phosphatase_4","Cluster 2697Rv3074, Rv3074, CONSERVED 13E12 REPEAT FAMILY PROTEIN_3","Cluster 3386Rv3041c, Rv3041c, ABC transporter, ATP-binding protein_2","Cluster 7026Rv2704, Rv2704, RidA/YER057c/UK114 superfamily, group 6_2","Cluster 2697Rv3074, Rv3074, CONSERVED 13E12 REPEAT FAMILY PROTEIN_1","Cluster 4237Rv3516, echA19, Enoyl-CoA hydratase (EC 4.2.1.17)_2","Cluster 3849Rv0265c, Rv0265c, ABC transporter, periplasmic iron-transport lipoprotein_1","Cluster 2754Rv1526c, Rv1526c, Uncharacterized protein Rv1526c/MT1577_1","Cluster 5278Rv3007c, Rv3007c, Oxidoreductase_3","Cluster 491Rv0667, rpoB, DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)_10","Cluster 3205Rv0162c, adhE1, Alcohol dehydrogenase (EC 1.1.1.1)_2","Cluster 4286Rv2859c, Rv2859c, COG2071: predicted glutamine amidotransferases in hypothetical Actinobacterial gene cluster_2","Cluster 4616Rv0852, fadD16, Long-chain fatty-acid-CoA ligase (EC 6.2.1.3), Mycobacterial subgroup FadD16_2","Cluster 621Rv3513c, fadD18, Long-chain fatty-acid-CoA ligase (EC 6.2.1.3), Mycobacterial subgroup FadD19_7","Cluster 5093Rv2773c, dapB, 4-hydroxy-tetrahydrodipicolinate reductase (EC 1.17.1.8)_1","Cluster 3938Rv3754, tyrA, Arogenate dehydrogenase (EC 1.3.1.43)_1","Cluster 1404Rv3156, nuoL, NADH-ubiquinone oxidoreductase chain L (EC 1.6.5.3)_3","Cluster 2064Rv2090, Rv2090, Probable 5'-3' exonuclease Bsu YpcP_9","Cluster 1695Rv1635c, Rv1635c, Membrane protein_2","Cluster 1258Rv1402, priA, Helicase PriA essential for oriC/DnaA-independent DNA replication_1","Cluster 4842Rv3674c, nth, Endonuclease III (EC 4.2.99.18)_6","Cluster 2032Rv0001, dnaA, Chromosomal replication initiator protein DnaA_5","Cluster 2354Rv0392c, ndhA, NADH dehydrogenase (EC 1.6.99.3)_7","Cluster 3925Rv1647, Rv1647, Purine cyclase-related protein_2","Cluster 1042Rv1837c, glcB, Malate synthase G (EC 2.3.3.9)_5","Cluster 4286Rv2859c, Rv2859c, COG2071: predicted glutamine amidotransferases in hypothetical Actinobacterial gene cluster_1","Cluster 3178Rv2777c, Rv2777c, FF domain protein_2","Cluster 4616Rv0852, fadD16, Long-chain fatty-acid-CoA ligase (EC 6.2.1.3), Mycobacterial subgroup FadD16_4"
"Cluster 3849Rv0265c, Rv0265c, ABC transporter, periplasmic iron-transport lipoprotein_1",-0.09589455633537264,0.0,-0.08327434297988616,0.0,-0.18242819500920057,0.0,0.0,0.0,0.0,0.06618828211853746,0.0,0.0,0.0,0.0,-0.11351447737787493,0.0,0.0,-0.2068037338967395,-0.0699980300703019,0.11044323683757916,-0.22337757131773367,0.0,0.0,0.0,0.19779376166253465,0.18054745873041442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cluster 2754Rv1526c, Rv1526c, Uncharacterized protein Rv1526c/MT1577_1",0.0,0.08007944615994575,0.0,0.0,0.0,0.05564882192742083,-0.098021470837824,-0.0753567948242261,-0.07244549861074635,-0.07167782402376971,0.0,0.0,0.0,-0.08956945937687487,-0.09481621523581178,0.0,0.0,-0.2514524729307572,0.0,0.0,0.0,0.0,0.0756198354567323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cluster 5278Rv3007c, Rv3007c, Oxidoreductase_3",0.3200170887251315,0.10891583754170761,0.11152677411276396,-0.17020333869983753,0.0,0.0,-0.11549968661661698,0.0,0.0,0.06346061524926666,0.0,0.0,0.0,0.0,-0.07563580765760389,0.0,0.0,0.3106538755593575,0.2337083652182766,-0.36063225559770157,0.0,-0.22041164110274944,0.0,0.0,-0.29414351598012206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cluster 491Rv0667, rpoB, DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)_10",0.0,0.09273974942814489,0.05351437116415911,0.06802424793932388,0.0,0.0,0.0,0.05941390671403703,-0.14713277970052122,-0.13880351520254997,0.0,0.0,0.0,0.0,0.0,-0.3248376377220654,-0.13738143757573898,0.0,-0.08405312220893117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10921929423806963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cluster 3205Rv0162c, adhE1, Alcohol dehydrogenase (EC 1.1.1.1)_2",-0.06143500404778999,-0.0866616321740538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09689611429053874,0.0,0.0,0.0
"Cluster 4286Rv2859c, Rv2859c, COG2071: predicted glutamine amidotransferases in hypothetical Actinobacterial gene cluster_2",0.0,0.0,0.06272266736126676,0.0,0.0,0.050369543211649506,0.0,0.0,0.05982950408663154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08754383309752739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07042584265552312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33554855666202954,0.0,0.0
"Cluster 4616Rv0852, fadD16, Long-chain fatty-acid-CoA ligase (EC 6.2.1.3), Mycobacterial subgroup FadD16_2",0.06417467077405559,-0.05417708458726286,0.0,-0.08055973417745296,0.1349078097758468,0.0,0.0,0.0,0.1206947771284272,0.0,-0.051779676618394575,-0.06605362117337989,0.08780370884932585,-0.0555918919571238,0.05767369898807533,0.0,0.0,0.0660058699531114,0.0,0.0,0.0,0.0,-0.1367534447763116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.17787149394208732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cluster 621Rv3513c, fadD18, Long-chain fatty-acid-CoA ligase (EC 6.2.1.3), Mycobacterial subgroup FadD19_7",0.0,-0.05301642351990319,0.0,0.0,-0.094946162932225,0.0,-0.052809948731070804,0.0,0.1252867670909148,0.0,0.06023979897310416,0.0,0.0,-0.12111048199763233,-0.05615366373082063,0.0,0.0,0.0,0.0,0.0,0.1702052908503577,0.0,0.0,0.3064920113222607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17787149394208732,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cluster 5093Rv2773c, dapB, 4-hydroxy-tetrahydrodipicolinate reductase (EC 1.17.1.8)_1",0.07007514797489038,0.0,0.0,0.09910282493985675,0.0,-0.05359947901641362,0.06277992997360471,0.0,-0.20007796160040905,-0.09526301059431008,0.0587719546118638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1337530728715647,0.0,0.0,-0.19607028942816473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cluster 3938Rv3754, tyrA, Arogenate dehydrogenase (EC 1.3.1.43)_1",0.0,0.0,0.0,-0.06660715010676133,-0.08474656094871126,0.0,-0.09030593161453848,0.0,0.0,0.0,0.05883558885336046,0.0,0.0,0.0,-0.2016729536428856,0.0,0.0,0.0,0.0,0.0,-0.07381317829002024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cluster 1404Rv3156, nuoL, NADH-ubiquinone oxidoreductase chain L (EC 1.6.5.3)_3",0.0,0.0,-0.13905464856995298,-0.062382679301448814,0.0,0.0,0.0,-0.09699224236977219,0.0,0.0,-0.06663389309996273,0.0,0.07927813413932287,0.0,-0.10277397731797079,0.0,0.0,0.08954000920933806,0.0,0.0,-0.12457206015595025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2992782741004803,0.0,0.0,0.1866064116920375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cluster 2064Rv2090, Rv2090, Probable 5'-3' exonuclease Bsu YpcP_9",0.17282943696530523,0.0,0.10902814597725512,0.0635232951626614,0.07295100948494941,0.0,0.0,0.23687796424803836,0.0,-0.0648388607189369,0.06358532968080516,0.0,0.0,0.0,0.0,0.0,0.0,0.17512332513352738,0.0,-0.17617502780273156,0.0,-0.39326594716328356,0.0,0.0,0.0,0.0,0.0,0.507579862119804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cluster 1695Rv1635c, Rv1635c, Membrane protein_2",0.08673583411097775,0.0,0.05000143045711685,-0.08430296948071547,0.0,0.0,0.0,0.0,0.06793345336024993,0.0,-0.06779261037475288,0.0,0.14887449095724967,0.06981303911791724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4597509616231748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cluster 1258Rv1402, priA, Helicase PriA essential for oriC/DnaA-independent DNA replication_1",0.0,0.06412013448490357,0.0,-0.11960400518462098,0.0,0.0,0.0,0.058562215805765594,0.0904088663727708,0.0,0.08628947016536308,0.0,0.0,0.1702013122113035,0.11307644178681822,0.2697928291854153,0.13045104595595824,0.0,0.0,0.0,-0.13771962135965204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cluster 4842Rv3674c, nth, Endonuclease III (EC 4.2.99.18)_6",0.0,0.1625683449052398,0.0,-0.10022295866112552,0.0,0.0,0.0,0.0,-0.16588086905475277,-0.12125504697325452,0.07889579074061756,0.0,0.07676718701117138,0.0,0.15712148980258062,0.0,0.0,0.0,0.0,0.0,-0.0655674699853702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3395763435052758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cluster 2032Rv0001, dnaA, Chromosomal replication initiator protein DnaA_5",0.0,0.0,0.0,0.0,0.0,0.0,0.05512931352209755,0.0,0.05113037949714415,0.0,0.0,0.0,0.0,0.0,-0.051136801992997145,0.0,0.0,-0.050521578346157524,0.13379815900658928,0.0,0.0,0.12705337797801375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7144441107323236,0.0,0.0,0.0
"Cluster 2354Rv0392c, ndhA, NADH dehydrogenase (EC 1.6.99.3)_7",-0.060255451216843024,-0.1109711787889625,-0.06782179744857171,0.0,0.06950964588806513,0.0,0.0,0.0,0.12526410596131057,0.0,-0.10672373517934586,0.0,0.0,-0.16612513860682765,0.0,0.0,0.0,-0.05952546476139283,-0.0678365277705715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Cluster 3925Rv1647, Rv1647, Purine cyclase-related protein_2",0.0,0.08063226758890917,0.06078269313697933,-0.09314660266669786,0.12127377800015882,0.0,-0.05715439837925466,0.06975372232326742,0.0849147550230104,0.0,0.0,0.0,-0.0702269535466337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Cluster 1042Rv1837c, glcB, Malate synthase G (EC 2.3.3.9)_5",0.0,0.0,-0.09734509200700428,-0.06674527077906527,-0.10349005074544322,0.06840791550227922,0.0,0.0,0.0,0.08401936819485624,0.0,0.0,-0.05359716696717535,0.0,0.0,0.0,0.06201155629692255,0.0,-0.13275140239015895,0.0,0.0,-0.1013176185640154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09689611429053874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7144441107323236,0.0,0.0,1.0,0.0,0.0,0.0
"Cluster 4286Rv2859c, Rv2859c, COG2071: predicted glutamine amidotransferases in hypothetical Actinobacterial gene cluster_1",0.07540234889882896,0.10534003843104449,0.0,-0.12572740953125305,0.0,-0.0527300907435118,0.0,0.0,0.13549149343089423,-0.05037179747464067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05156094076146793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33554855666202954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Cluster 3178Rv2777c, Rv2777c, FF domain protein_2",0.07987863362719114,0.0,0.0,0.0,0.0,0.0,0.10479580412756986,-0.07935655669198882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06632818319207683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1356066811221318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Cluster 4616Rv0852, fadD16, Long-chain fatty-acid-CoA ligase (EC 6.2.1.3), Mycobacterial subgroup FadD16_4",0.0,0.0,0.0,-0.10666053921312843,0.08334358425815906,-0.0790233103356351,-0.055247561554382076,0.06975372232326747,-0.06498372091927972,-0.07050161672626122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08504854696637061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
