,"Cluster 7435Rv0682, rpsL, SSU ribosomal protein S12p (S23e)_3","Cluster 7435Rv0682, rpsL, SSU ribosomal protein S12p (S23e)_4","Cluster 5240Rv3919c, gid, 16S rRNA (guanine(527)-N(7))-methyltransferase (EC 2.1.1.170)_9","Cluster 7435Rv0682, rpsL, SSU ribosomal protein S12p (S23e)_2","Cluster 1237Rv1877, Rv1877, EmrB/QacA family drug resistance transporter_5","Cluster 1884Rv0515, Rv0515, 13E12 repeat family protein, HNH endonuclease domain_9","Cluster 7636Rv2588c, yajC, Preprotein translocase subunit YajC (TC 3.A.5.1.1)_2","Cluster 3010Rv2338c, moeW, Molybdopterin biosynthesis protein MoeW_2","Cluster 3770Rv2982c, gpdA2, Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94)_2","Cluster 2032Rv0001, dnaA, Chromosomal replication initiator protein DnaA_5","Cluster 2633Rv0449c, Rv0449c, COG2907: Amine oxidase, flavin-containing_2","Cluster 4389Rv0427c, xthA, Exodeoxyribonuclease III (EC 3.1.11.2)_2","Cluster 1206Rv2721c, Rv2721c, POSSIBLE CONSERVED TRANSMEMBRANE ALANINE AND GLYCINE RICH PROTEIN_2","Cluster 4980Rv1591, Rv1591, Putative transmembrane protein_6","Cluster 4056Rv0819, mshD, Acetyl-CoA:Cys-GlcN-Ins acetyltransferase, mycothiol synthase MshD (EC 2.3.1.189)_2","Cluster 2049Rv0888, Rv0888, putative exported protein_1","Cluster 3770Rv2982c, gpdA2, Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94)_5","Cluster 5965Rv3773c, Rv3773c, Transcriptional regulator, ArsR family_1","Cluster 6993Rv0880, Rv0880, Transcriptional regulator, MarR family_2","Cluster 3178Rv2777c, Rv2777c, FF domain protein_2","Cluster 3386Rv3041c, Rv3041c, ABC transporter, ATP-binding protein_4","Cluster 4911Rv2671, ribD, 2,5-diamino-6-ribosylamino-pyrimidinone 5-phosphate reductase (EC 1.1.1.302) homolog_1","Cluster 920Rv2823c, Rv2823c, CRISPR-associated protein, Csm1 family_2","Cluster 2979Rv0688, Rv0688, Ferredoxin reductase_2","Cluster 5263Rv1151c, Rv1151c, NAD-dependent protein deacetylase of SIR2 family_2","Cluster 3865Rv1244, lpqZ, Glycine betaine/L-proline transport substrate-binding protein ProX (TC 3.A.1.12.1)_1","Cluster 1039Rv1563c, treY, Malto-oligosyltrehalose synthase (EC 5.4.99.15)_1","Cluster 594Rv0202c, mmpL11, Transmembrane transport protein MmpL11_2","Cluster 963Rv1900c, lipJ, lignin peroxidase LipJ_7","Cluster 5245Rv2080, lppJ, Lipoprotein LppJ_5","Cluster 4056Rv0819, mshD, Acetyl-CoA:Cys-GlcN-Ins acetyltransferase, mycothiol synthase MshD (EC 2.3.1.189)_1","Cluster 5965Rv3773c, Rv3773c, Transcriptional regulator, ArsR family_5","Cluster 3603Rv0062, celA1, Endoglucanase A precursor (EC 3.2.1.4)_3","Cluster 4606Rv0625c, Rv0625c, putative membrane protein_3","Cluster 5263Rv1151c, Rv1151c, NAD-dependent protein deacetylase of SIR2 family_1","Cluster 4070Rv2151c, ftsQ, Cell division protein FtsQ_2","Cluster 521Rv1358, Rv1358, Cyclase homology domain / Predicted ATPase / Transcriptional regulator, LuxR family_5","Cluster 4911Rv2671, ribD, 2,5-diamino-6-ribosylamino-pyrimidinone 5-phosphate reductase (EC 1.1.1.302) homolog_2","Cluster 6484Rv3315c, cdd, Cytidine deaminase (EC 3.5.4.5)_1","Cluster 1404Rv3156, nuoL, NADH-ubiquinone oxidoreductase chain L (EC 1.6.5.3)_3","Cluster 1404Rv3156, nuoL, NADH-ubiquinone oxidoreductase chain L (EC 1.6.5.3)_1","Cluster 3865Rv1244, lpqZ, Glycine betaine/L-proline transport substrate-binding protein ProX (TC 3.A.1.12.1)_3","Cluster 462Rv3447c, eccC4, FtsK/SpoIIIE family protein EccC4, component of Type VII secretion system ESX-4_7","Cluster 2633Rv0449c, Rv0449c, COG2907: Amine oxidase, flavin-containing_1","Cluster 2734Rv2962c, Rv2962c, UDP-glucoronosyl and UDP-glucosyltransferases family protein_13","Cluster 6096Rv1031, kdpC, Potassium-transporting ATPase C chain (EC 3.6.3.12) (TC 3.A.3.7.1)_1","Cluster 2754Rv1526c, Rv1526c, Uncharacterized protein Rv1526c/MT1577_6","Cluster 5346Rv1115, Rv1115, putative exported protein_2","Cluster 1448Rv0234c, gabD1, Succinate-semialdehyde dehydrogenase [NAD] (EC 1.2.1.24); Succinate-semialdehyde dehydrogenase [NADP+] (EC 1.2.1.79)_1","Cluster 581Rv3887c, eccD2, Serine protease mycosin MycP5, component of Type VII secretion system ESX-5_8","Cluster 4961Rv3223c, sigH, RNA polymerase sigma factor RpoE_1","Cluster 2754Rv1526c, Rv1526c, Uncharacterized protein Rv1526c/MT1577_1","Cluster 5659Rv0475, hbhA, Iron-regulated heparin binding hemagglutinin HbhA (Adhesin)_3","Cluster 2178Rv0016c, pbpA, Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)_3","Cluster 1885Rv0020c, fhaA, annexin VII_5","Cluster 5780Rv1972, Rv1972, FIG00821219: MCE associated membrane protein_4","Cluster 619Rv1664, pks9, Polyketide synthase_3","Cluster 6727Rv1233c, Rv1233c, Possible membrane protein_2","Cluster 3881Rv3312c, Rv3312c, Hydrolase, alpha/beta hydrolase fold family_2","Cluster 4569Rv0671, lpqP, Lipoprotein LpqP_5"
"Cluster 5263Rv1151c, Rv1151c, NAD-dependent protein deacetylase of SIR2 family_1",0.0,0.1658766471711377,-0.10111311051244196,0.0,0.12396735240051765,-0.10829950756572906,-0.07896017416490562,-0.1160600704571188,0.0,0.0,0.10468149027731666,0.0,-0.05249553861117331,0.06249453870487682,-0.08110400178744039,-0.10803011335192704,0.0,0.06565872182299791,0.0,0.11890023047569111,0.09017127832726451,0.13107769603853728,0.0,0.0,0.705189651865841,-0.07623101956372276,-0.06440172124066314,0.0,-0.08441098876396047,0.0,-0.05172205764803998,0.17205227430431783,-0.10542092228072797,-0.16747528215029506,1.0,-0.05211765728235825,0.0917215068129791,0.14086313360954797,0.0,0.07286521363337803,0.06498155972668165,-0.05612241595153067,0.0,0.0,0.0,0.0,0.14547280326629997,0.0,-0.061689796268726706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10545487996115599,-0.06365934750109425,0.10486410458227755,0.0
"Cluster 4070Rv2151c, ftsQ, Cell division protein FtsQ_2",0.19014418898194055,0.07845031029035283,-0.15454823404465953,0.0,-0.11028243709483479,0.05917229165125986,-0.07975762382081678,0.0,0.06707743338499603,0.0,0.08404625438226625,0.19880965151313268,0.0,0.0,0.0,-0.18025658691935428,0.0,-0.08129208586022725,0.0,0.13872724725123323,0.09635855595303666,0.06322036162475522,0.06875999288608638,-0.0840793237241933,0.0,0.0,0.0,0.0,-0.12658626576875484,0.0,0.0,0.0,-0.06585070782598779,0.0,-0.05211765728235825,1.0,0.0,0.0,0.10467491844024683,0.0,0.0,0.0,0.08541081119227012,0.0,0.0,0.0,0.0,0.2550647636914789,0.0,0.0,0.0,0.0,0.0,0.0,-0.07381354330047332,-0.050801943876886566,-0.05913137263751428,0.0,0.0,0.0602738123916666
"Cluster 521Rv1358, Rv1358, Cyclase homology domain / Predicted ATPase / Transcriptional regulator, LuxR family_5",0.0,0.0795898417940741,-0.1556197070635941,0.0,0.0,0.13296432006142717,-0.05446907077748836,-0.12316822053027224,0.0,0.07107915870244785,0.1773260167774513,-0.0813935494745514,0.0,-0.07553848489835711,0.0,-0.08272525306218148,0.05064649029808699,0.0,0.07394580536020756,0.0,0.0,0.0,0.0,-0.05684130616594422,0.0,0.0,-0.07021009902867982,0.0,0.0,-0.14846131488062717,-0.10704691910824901,0.0,0.0,-0.09349403747710924,0.0917215068129791,0.0,1.0,0.0,0.0,0.05327452926330512,0.0,0.0,-0.08133141965021261,0.27642171719460745,0.0,-0.06021394159186503,0.0,0.06588373615494747,-0.05132788526346505,0.0,-0.06541661385682093,0.0,0.0,0.0,0.0,0.09884899900523249,0.0,0.0,0.0,-0.09431827171351907
"Cluster 4911Rv2671, ribD, 2,5-diamino-6-ribosylamino-pyrimidinone 5-phosphate reductase (EC 1.1.1.302) homolog_2",0.0,0.08040513933910393,-0.0633152748530044,-0.06841067574659816,0.0,-0.10772003849390843,-0.21321655529779263,-0.1744175433312813,0.1113591101938737,0.0,0.0,0.0,0.0,0.10203305520378367,0.054380837261891184,-0.05465243089210484,0.0623421332288265,0.17382092698444518,0.0,0.21920703998749605,0.0,0.862908898236379,0.0,-0.10110761431307684,0.07938294752628278,0.0,-0.05962280585987766,-0.05170288374521644,0.0,0.06537770834103346,0.0,0.1672102306384199,-0.07119714933746515,0.06509151906645307,0.14086313360954797,0.0,0.0,1.0,0.05124374385830202,0.0,0.05077715732297752,0.0,0.07337840708531698,0.0,0.06849889313225271,0.0,0.0,-0.05156991481812741,-0.05570858503146227,0.0,0.0,0.0,0.0,0.0,-0.05555862451625675,0.0,0.0,-0.07316709533197811,0.0,0.0
"Cluster 6484Rv3315c, cdd, Cytidine deaminase (EC 3.5.4.5)_1",0.14903039622735698,0.13437977398596582,-0.08272375668805687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06653225170792121,0.0984323979195591,0.0,-0.10177993634024683,-0.059884677526468054,0.0737687389560748,0.06147062526288457,-0.09786627792821438,0.07687888915380296,0.15261740152515318,-0.0792766369882549,0.07764381550878356,0.0,0.0,0.05677136913561344,0.12924120746360906,0.0,0.07035777975992719,-0.05704104911412062,0.0,0.0,-0.07074420555385695,-0.06561973852247971,0.0,0.0,0.10467491844024683,0.0,0.05124374385830202,1.0,0.0,-0.0696628738545668,0.0,0.0,0.0,0.0,-0.119909056017391,-0.0830296258481151,0.05201342571184558,0.0,0.0,0.0,-0.11669275049630763,0.0,0.12309749918074556,-0.07578104404329278,0.0,0.0,0.0904530986622919,-0.060768823368493666,0.0
"Cluster 1404Rv3156, nuoL, NADH-ubiquinone oxidoreductase chain L (EC 1.6.5.3)_3",0.0,0.0,0.0,0.0,-0.09606171411423663,0.0,0.0627598027239037,0.0,0.0,0.0,-0.0915409074267381,-0.11751524590679917,0.07618986922944194,-0.06704142043000932,0.0,0.05727610594402532,0.0,0.08104922657041164,-0.06568155210277103,0.0,-0.08892262836327278,0.0,-0.06634356145802392,0.0,0.0,0.08369211847447262,0.06126793498952792,0.0,-0.0906151158324886,0.0,-0.09774926201184062,0.0,0.0,0.0,0.07286521363337803,0.0,0.05327452926330512,0.0,0.0,1.0,0.7677653914697259,0.0,0.0,-0.20057452232686626,0.0,-0.05292546372330345,0.0,0.0,0.06837903474005178,-0.05662204758862797,0.0,0.0,0.0,0.0,0.06487668155142808,0.0,0.09888793755442961,0.0,0.0,0.0
"Cluster 1404Rv3156, nuoL, NADH-ubiquinone oxidoreductase chain L (EC 1.6.5.3)_1",-0.08973384084682555,-0.13337478395891816,0.07253032753621003,0.0,0.0,-0.09237125290816084,0.05842310540146987,0.08356717463753033,0.0,0.12207939470851749,0.0,-0.1295490151509169,0.0575005190849606,0.0,0.0,0.0,0.0,0.0,-0.052785056481847004,0.0,0.0,0.06922148587677426,-0.07001420372381165,-0.06611146945135579,0.0,0.055444282291887095,0.0,-0.10888030887554614,0.0,0.0,-0.061726333447770974,0.0,0.0,0.27114160563796236,0.06498155972668165,0.0,0.0,0.05077715732297752,-0.0696628738545668,0.7677653914697259,1.0,0.0,-0.05272900327495562,-0.30354436893333037,0.0,0.0,0.0,0.0,0.0,0.0503070016437152,0.0,0.08402183733485172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cluster 3865Rv1244, lpqZ, Glycine betaine/L-proline transport substrate-binding protein ProX (TC 3.A.1.12.1)_3",0.0,-0.05678195011794135,0.0,-0.08319181348458644,0.0,-0.07944606202763263,0.0,0.0,0.053462468138785094,0.0,0.07714178889290929,0.0,0.0,0.0,0.0,0.0,0.11743899860077948,-0.054621246923038685,0.0,0.0,0.0,0.0,-0.18209434365798632,0.05282277610243687,0.0,0.26409754588872536,-0.05727200125758961,0.08051333796277758,0.0,0.08601280924785096,0.0,0.0,-0.057301948006949315,0.06000058348340142,-0.05612241595153067,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05826769769840605,-0.08214794008922971,0.0,-0.09300059306487157,-0.07666436515508594,0.0,0.0,0.14523215482725696,0.0,-0.10694197204370313,0.0,-0.2146254303262786,0.0,0.0,0.0,0.0,0.0
"Cluster 462Rv3447c, eccC4, FtsK/SpoIIIE family protein EccC4, component of Type VII secretion system ESX-4_7",0.05391823669357857,0.0,0.0,0.0,0.16783976580727497,0.0,0.0,-0.08441865237248805,0.09917492136878808,-0.07563427689303216,-0.08960591332847682,-0.10032521031424887,0.0,-0.05852963579734728,0.09623771549084766,0.0,0.0,0.07037829482577096,0.2084141379791042,0.07288886326739939,0.0,0.0,-0.050805650625385466,0.0,0.0,0.06951282360693072,0.062109054491336,0.0,-0.05561090780582736,0.1407695880416817,0.05759067020855562,0.0,0.0,0.052790570127624115,0.0,0.08541081119227012,-0.08133141965021261,0.07337840708531698,0.0,0.0,-0.05272900327495562,0.0,1.0,-0.05143241211006444,-0.057792934031174824,0.0,0.05064158890838329,0.0,0.05803161212315073,0.06307199925581579,0.0,-0.0606580646277323,0.08617418557480205,0.0,0.0,0.19841148908319525,0.0,-0.06348273451654471,0.0,0.0
"Cluster 2633Rv0449c, Rv0449c, COG2907: Amine oxidase, flavin-containing_1",0.0,0.12516389621781218,-0.06285934003808055,0.0,0.0,0.0,-0.11647506842301146,-0.12733132750804804,0.0,-0.13224625431298245,0.450695709343431,-0.07850745787429955,0.07167719949647483,0.0,0.11168749258683507,0.0,0.0,0.07650496688296536,-0.07508618323874666,0.1281061695294549,-0.06109180530969476,0.060400886875693435,0.0,-0.127170945856979,0.0,-0.14531959066856096,-0.06995742165770767,0.11201841791981072,0.0,0.0,0.0,0.0,0.0,-0.08690665145603982,0.0,0.0,0.27642171719460745,0.0,0.0,-0.20057452232686626,-0.30354436893333037,0.05826769769840605,-0.05143241211006444,1.0,0.0,0.07913882423476606,0.0,0.0,-0.06840250485079165,0.0,-0.05352915581103168,0.0,0.0,0.07869672815418467,0.0,0.0,-0.10644206197585357,0.0,0.0,0.0
"Cluster 2734Rv2962c, Rv2962c, UDP-glucoronosyl and UDP-glucosyltransferases family protein_13",-0.11422926423526625,-0.24869650575631916,0.09645562333841344,-0.12804827325940962,0.08624529969034675,-0.10651901473765826,0.0,0.0,-0.05040175863533981,0.05396291859523879,0.07678532720403541,-0.10166434203572638,-0.05293692892732239,0.08052381574881527,-0.11268360563579367,0.0714897461716849,-0.11862366035342711,0.0,0.0,0.0,0.23237302368127397,0.0,0.0,-0.09819562269688431,-0.08982853904974722,0.0,0.07775477141873867,0.0,0.0,0.153618805270437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06849889313225271,0.0,0.0,0.0,-0.08214794008922971,-0.057792934031174824,0.0,1.0,0.0,-0.072652387376785,-0.08437196217351961,-0.10865096469098144,0.0,0.0,0.0,0.07878594050827806,0.06331971959801254,-0.12671325775083422,0.0,0.06696496779042815,0.0,0.0,0.08908747090546941
"Cluster 6096Rv1031, kdpC, Potassium-transporting ATPase C chain (EC 3.6.3.12) (TC 3.A.3.7.1)_1",-0.13608264593579963,-0.1470592130361734,0.10632008658521414,0.0,0.0,-0.21634693938842295,0.0,0.0,0.0,-0.05291600766406032,0.137338143826116,-0.13402750820464662,0.0,0.21664855919180406,0.0,0.0,0.0,0.0,-0.06660722038856462,-0.06774886607032582,0.0,0.0,0.11778143673618557,0.0,0.11292910743328934,0.0,0.08701160831098552,0.07995451726697148,-0.0561443014749876,0.0,0.08067146666203512,0.0,0.0,0.0,0.0,0.0,-0.06021394159186503,0.0,-0.119909056017391,-0.05292546372330345,0.0,0.0,0.0,0.07913882423476606,0.0,1.0,-0.06396925335280979,-0.0854854426770738,0.0,0.0,0.0,0.0,0.0,0.0,-0.15635857861217778,0.0,0.05184806428617384,0.0,0.0,0.08759201106899032
"Cluster 2754Rv1526c, Rv1526c, Uncharacterized protein Rv1526c/MT1577_6",0.0,-0.05370895965901245,0.08470337700604844,0.0,0.0,-0.10923235304631665,0.05459786437668421,0.11173445901170721,0.0,0.06861820073246382,0.0890362306371212,0.07863099689363813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05652101229376724,0.0,0.07859010316750584,0.0,0.07134732982309032,-0.07996126884435996,-0.12196465754669587,-0.05769648299524468,-0.06031778535934351,0.0,-0.06975277679261475,0.11372906573706841,0.0,0.0,0.14547280326629997,0.0,0.0,0.0,-0.0830296258481151,0.0,0.0,-0.09300059306487157,0.05064158890838329,0.0,-0.072652387376785,-0.06396925335280979,1.0,0.0,0.0,0.0,0.0,0.31554693297216535,0.0,-0.06453845028066688,-0.12880125743595022,0.1436025011302013,0.0,0.0,0.0,-0.06971761492043317
"Cluster 5346Rv1115, Rv1115, putative exported protein_2",0.1380293451766685,0.0,-0.11291063586942625,-0.06022399928750958,0.0,0.0,0.12354619982810876,0.0,0.07298856054817575,0.07898550917138053,0.05350713152823593,0.0,0.0,0.0,0.1606298833195522,-0.1510983954445675,0.07609190519905668,-0.06941590161464266,0.0,0.057685104859795874,0.058056756873004045,-0.05344427536368398,0.0,-0.08986597639571745,0.0,0.0,-0.053369856620558105,0.0,-0.07746543005637282,0.0,0.06341548510059408,0.0,-0.054855247137559154,0.0,0.0,0.2550647636914789,0.06588373615494747,-0.05156991481812741,0.05201342571184558,0.0,0.0,-0.07666436515508594,0.0,0.0,-0.08437196217351961,-0.0854854426770738,0.0,1.0,0.0,0.0,-0.05051820620135028,0.0,-0.05097960415375547,-0.054744106075449196,0.0,0.0,0.0,-0.06786839124371688,0.0,0.0
"Cluster 1448Rv0234c, gabD1, Succinate-semialdehyde dehydrogenase [NAD] (EC 1.2.1.24); Succinate-semialdehyde dehydrogenase [NADP+] (EC 1.2.1.79)_1",0.12290886554950455,0.05170416661540196,-0.0751925928070253,-0.06666460673789286,0.07557619292082315,-0.09440201792701042,0.0,0.06599439569955211,0.0,-0.12061947628726971,-0.11347153143574469,0.0,0.051995484599421306,-0.08166166068516739,0.0,-0.2087551659335922,0.06732153171697487,0.0,-0.14131545740462553,0.0,-0.2677475716444448,-0.05773336971842536,0.0,0.0,0.06404299056380834,0.0,-0.05435011881557759,0.11532770326511911,-0.050325168120554355,0.0,0.0,0.0,-0.1022018749282396,0.0,-0.061689796268726706,0.0,-0.05132788526346505,-0.05570858503146227,0.0,0.06837903474005178,0.0,0.0,0.05803161212315073,-0.06840250485079165,-0.10865096469098144,0.0,0.0,0.0,1.0,0.05554049897877261,0.0,0.08579549903135829,0.0,-0.06500880459955513,-0.07758279203649492,0.0,-0.05601913693857041,0.2211385401816709,0.0,0.0
"Cluster 581Rv3887c, eccD2, Serine protease mycosin MycP5, component of Type VII secretion system ESX-5_8",0.0,0.0,-0.06225159193294076,-0.15880061811976698,0.13985843913523285,0.05918648260435544,0.0,0.056574842806131787,-0.10843010268836868,0.14017966624346426,0.08602676912926634,-0.05511878475728501,0.0,0.07186140510811309,0.0,0.052039902684277,-0.09897597454570715,0.06591020485127838,0.0,0.0,0.06292255163602009,0.0,0.0,-0.13269208276411654,0.0,0.0,0.0,-0.07164162121753681,0.10840198288199017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05662204758862797,0.0503070016437152,0.0,0.06307199925581579,0.0,0.0,0.0,0.0,0.0,0.05554049897877261,1.0,0.0,-0.08369186462788566,0.2472180119937002,0.11590147829471667,-0.0641603955634153,0.0,0.0,0.0,0.0,0.05818759650189972
"Cluster 4961Rv3223c, sigH, RNA polymerase sigma factor RpoE_1",0.0,0.0,0.0,0.0,0.0,0.0,-0.07537077769872268,0.07543577355093412,0.0,0.07542376609864161,0.0,0.09916167350916011,-0.07244592635641872,0.0,0.0,0.0,0.0,-0.05982300461975222,-0.12814722591705696,0.0,0.0,0.0,0.0,-0.07389317405059243,0.0,0.0,0.05577318968228759,0.1575512733656129,0.0,0.0,0.0,0.07670998855314025,0.0,0.09318357975798251,0.0,0.0,-0.06541661385682093,0.0,0.0,0.0,0.0,0.14523215482725696,0.0,-0.05352915581103168,0.0,0.0,0.0,-0.05051820620135028,0.0,0.0,1.0,0.0,0.0,-0.1009180274292156,0.0,0.0,0.0,-0.07032132491596575,0.0,0.0
"Cluster 2754Rv1526c, Rv1526c, Uncharacterized protein Rv1526c/MT1577_1",0.0,-0.14861721074758152,0.09377372276309363,0.0,0.0,-0.15629802735643317,0.0,0.24474999754265123,0.0,0.0,0.14248742730789715,0.0,0.1026061646951019,0.0,0.0,-0.06677189084081733,0.06212753408475171,-0.06415915123497873,0.0,-0.05223028481226734,-0.05275500789671665,0.0,0.050331839375970584,0.0,0.0,-0.10496631367597915,-0.15514199303111043,0.13051609297338312,0.0,-0.08034967491058595,-0.06735365598592864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11669275049630763,0.0,0.08402183733485172,0.0,-0.0606580646277323,0.0,0.0,0.0,0.31554693297216535,0.0,0.08579549903135829,-0.08369186462788566,0.0,1.0,0.0,0.0,-0.06273759536668608,-0.17272855712129698,0.0,0.0,0.0,0.05865119592809526
"Cluster 5659Rv0475, hbhA, Iron-regulated heparin binding hemagglutinin HbhA (Adhesin)_3",0.060458912635801124,0.1308109399023779,-0.15036197821326938,-0.13990858599665826,-0.058717396953305134,0.0,0.0,0.0,0.0,0.0,-0.0655375241929666,-0.09456396275384624,0.12298145023095715,0.0,0.0,0.0,-0.09732914823081082,0.1267369290571918,0.0,0.18322184980519263,0.0,0.0,-0.10532846884203055,-0.1842715139096808,-0.08185145927928476,0.0,0.24301754400415912,0.0,0.0,0.0,0.055413515923022454,0.0,0.07610987300862229,-0.07507998275628999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10694197204370313,0.08617418557480205,0.0,0.07878594050827806,0.0,0.0,-0.05097960415375547,0.0,0.2472180119937002,0.0,0.0,1.0,0.299807356530484,-0.05492265587707103,0.0,0.0553869060597245,0.0,-0.09936738301896593,-0.20697799569002592
"Cluster 2178Rv0016c, pbpA, Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)_3",0.13750713365151526,0.11456260145967931,-0.07983900913627133,-0.06390544311518263,0.0,0.0,-0.09818614824227571,0.06923749222207959,0.0,0.0,-0.1170330419813269,-0.07473232441793151,0.13799084721757487,-0.10060260514292026,0.0,0.08438614415901746,0.0,0.061987459589288696,-0.0781473507645408,0.2043067592252468,-0.06953316512322424,0.0,-0.11741142113407842,-0.06387722475501702,0.0,-0.08055335301384257,0.06795964454744455,0.0,0.0,0.0,0.0,-0.0677008543316191,0.0,-0.17968596212912505,0.0,0.0,0.0,0.0,0.12309749918074556,0.0,0.0,0.0,0.0,0.07869672815418467,0.06331971959801254,0.0,-0.06453845028066688,-0.054744106075449196,-0.06500880459955513,0.11590147829471667,-0.1009180274292156,0.0,0.299807356530484,1.0,-0.07834068233064852,0.0,0.12069772367831663,0.14094189669886664,-0.06846917278239116,0.05764159702987094
"Cluster 1885Rv0020c, fhaA, annexin VII_5",0.05323464285244485,0.19226201050031527,-0.10012004342206525,0.05263279304429404,0.0,0.24945420836835472,0.0,0.0,-0.05457755891496722,0.05815624787725447,-0.14848581082463086,0.08016696760765757,0.0,-0.17861790101892797,0.0,0.0,0.0,-0.060185885817944235,0.0,0.0,0.06643696609011641,-0.05672660662565594,0.05351674896768886,0.0,0.0,0.0,0.0,-0.06815269573044894,0.06428852611162213,-0.05494845500452547,0.0,-0.33862490279057267,0.05351135762968294,0.0,0.0,-0.07381354330047332,0.0,-0.05555862451625675,-0.07578104404329278,0.06487668155142808,0.0,-0.2146254303262786,0.0,0.0,-0.12671325775083422,-0.15635857861217778,-0.12880125743595022,0.0,-0.07758279203649492,-0.0641603955634153,0.0,-0.06273759536668608,-0.05492265587707103,-0.07834068233064852,1.0,0.0,0.0,0.0,0.0,0.0
"Cluster 5780Rv1972, Rv1972, FIG00821219: MCE associated membrane protein_4",-0.09729329331944395,-0.12406525179330546,0.14194055565759217,-0.12979328862735917,-0.05252705692498868,-0.24478367200089227,0.0,-0.0928660547244589,0.06701384786365863,0.0,0.0,0.0,0.0,-0.06979557064416458,0.05353287237313567,-0.06401050862708874,0.0,0.056035092179752215,0.18169673694085622,0.0,0.13925240373410291,0.0,-0.05740045114798874,0.0,0.0,-0.0806714473467558,0.0,-0.19832051941054454,0.0,0.3224380807328296,0.09856226009583555,0.0,-0.05608937134146452,0.0528338263303367,0.0,-0.050801943876886566,0.09884899900523249,0.0,0.0,0.0,0.0,0.0,0.19841148908319525,0.0,0.0,0.0,0.1436025011302013,0.0,0.0,0.0,0.0,-0.17272855712129698,0.0,0.0,0.0,1.0,-0.11382145151359888,0.0,0.0,-0.09341077840560467
"Cluster 619Rv1664, pks9, Polyketide synthase_3",0.11726916826676537,0.13008434607135314,-0.09701357726590279,-0.06696370059635194,0.0,0.12379054087473841,0.0,-0.06175928370965742,-0.07344629177464035,-0.087169243347887,-0.0660414277687493,0.0,0.0,0.0,0.0,0.07295836128870091,0.0,0.11712711598383983,0.06729458669084132,-0.0992853126831778,0.0,0.0,0.0,0.08001229955246543,0.16200530689885884,0.08750687085842808,0.1768710349310887,0.059673606708518796,-0.15049038183727342,0.0,0.0,-0.05929530427186375,0.0,0.0,0.10545487996115599,-0.05913137263751428,0.0,0.0,0.0,0.09888793755442961,0.0,0.0,0.0,-0.10644206197585357,0.06696496779042815,0.05184806428617384,0.0,0.0,-0.05601913693857041,0.0,0.0,0.0,0.0553869060597245,0.12069772367831663,0.0,-0.11382145151359888,1.0,0.0,-0.17314010304617186,-0.06619886788623365
"Cluster 6727Rv1233c, Rv1233c, Possible membrane protein_2",0.11746999855393055,0.0,0.0,0.0,-0.0691682604455189,0.0,0.10130127808947104,0.11808251236318447,-0.14703624911526364,-0.1129632174039088,-0.08535457484809761,0.0,0.0,0.07817236839489834,0.0,0.06599839805291816,-0.10409773621872144,0.054662312966551004,0.0,0.0,-0.12120478567526538,-0.08097216398777422,-0.07012551762224044,0.0,0.05161611034346711,0.0,0.0,0.0,0.05873478359962451,0.07065388959823807,0.06625828483747545,0.0,0.0,0.09756194553532532,-0.06365934750109425,0.0,0.0,-0.07316709533197811,0.0904530986622919,0.0,0.0,0.0,-0.06348273451654471,0.0,0.0,0.0,0.0,-0.06786839124371688,0.2211385401816709,0.0,-0.07032132491596575,0.0,0.0,0.14094189669886664,0.0,0.0,0.0,1.0,-0.062279264615924666,0.07694519070139749
"Cluster 3881Rv3312c, Rv3312c, Hydrolase, alpha/beta hydrolase fold family_2",-0.0954960628309407,0.0,-0.062489418977238066,0.0,-0.06194001616716696,0.0,-0.06712797463292766,0.0,0.0,0.0,0.0,0.08254857911905376,-0.06009654181865399,0.0,0.059156612947520844,-0.07588099156600663,0.0,0.05128173781690681,0.0,0.06497820399007256,0.0,0.0,-0.05253127588156143,-0.06208627298276161,0.0,0.0,0.0,-0.11225981048661621,0.0,0.0,0.1016446681566331,0.0,0.0,0.0,0.10486410458227755,0.0,0.0,0.0,-0.060768823368493666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09936738301896593,-0.06846917278239116,0.0,0.0,-0.17314010304617186,-0.062279264615924666,1.0,0.0
