,"Cluster 893Rv0006, gyrA, DNA gyrase subunit A (EC 5.99.1.3)_13","Cluster 893Rv0006, gyrA, DNA gyrase subunit A (EC 5.99.1.3)_8","Cluster 893Rv0006, gyrA, DNA gyrase subunit A (EC 5.99.1.3)_5","Cluster 893Rv0006, gyrA, DNA gyrase subunit A (EC 5.99.1.3)_12","Cluster 893Rv0006, gyrA, DNA gyrase subunit A (EC 5.99.1.3)_9","Cluster 893Rv0006, gyrA, DNA gyrase subunit A (EC 5.99.1.3)_3","Cluster 2980Rv2780, ald, Alanine dehydrogenase (EC 1.4.1.1)_4","Cluster 5346Rv1115, Rv1115, putative exported protein_2","Cluster 5003Rv0071, Rv0071, Retron-type RNA-directed DNA polymerase (EC 2.7.7.49)_3","Cluster 4931Rv1270c, lprA, Lipoprotein LprA_2","Cluster 5962Rv0706, rplV, LSU ribosomal protein L22p (L17e)_1","Cluster 2227Rv0758, phoR, Two-component system response phosphate sensor kinase, PhoR_2","Cluster 4476Rv0633c, Rv0633c, putative membrane protein_5","Cluster 2212Rv0346c, ansP2, L-asparagine permease_2","Cluster 1736Rv3280, accD5, Methylcrotonyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.4)_2","Cluster 1163Rv0782, ptrBb, Protease II (EC 3.4.21.83)_3","Cluster 6770Rv1081c, Rv1081c, putative membrane protein_1","Cluster 4252Rv0428c, Rv0428c, Histone acetyltransferase HPA2 and related acetyltransferases_5","Cluster 4953Rv1863c, Rv1863c, putative membrane protein_2","Cluster 6993Rv0880, Rv0880, Transcriptional regulator, MarR family_2","Cluster 5346Rv1115, Rv1115, putative exported protein_4","Cluster 152Rv2931, ppsA, Phenolpthiocerol synthesis type-I polyketide synthase PpsA (EC 2.3.1.41)_4","Cluster 3925Rv1647, Rv1647, Purine cyclase-related protein_1","Cluster 1645Rv1620c, cydC, Transport ATP-binding protein CydC_2","Cluster 1927Rv0773c, ggtA, Gamma-glutamyltranspeptidase (EC 2.3.2.2) @ Glutathione hydrolase (EC 3.4.19.13)_6","Cluster 1368Rv0939, Rv0939, Fumarylacetoacetase (EC 3.7.1.2) / Metallo-beta-lactamase superfamily_2","Cluster 3234Rv2164c, Rv2164c, Cell division protein FtsL / proline rich membrane protein_2","Cluster 4660Rv0687, Rv0687, 3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)_3","Cluster 2212Rv0346c, ansP2, L-asparagine permease_1","Cluster 5100Rv3908, mutT4, Diadenosine hexaphosphate (Ap6A) hydrolase; Bis(5'-nucleosyl)-tetraphosphatase (Ap4A) (Asymmetrical) (EC 3.6.1.17)_2","Cluster 5962Rv0706, rplV, LSU ribosomal protein L22p (L17e)_2","Cluster 6749Rv2779c, Rv2779c, Transcriptional regulator, AsnC family_1","Cluster 9061Rv0763c, Rv0763c, Ferredoxin_1","Cluster 3680Rv3917c, parB, Chromosome (plasmid) partitioning protein ParB / Stage 0 sporulation protein J_2","Cluster 3438Rv1451, ctaB, Heme O synthase, protoheme IX farnesyltransferase (EC 2.5.1.-) COX10-CtaB_1","Cluster 1911Rv2577, Rv2577, Purple acid phosphatase_1","Cluster 4476Rv0633c, Rv0633c, putative membrane protein_2","Cluster 3438Rv1451, ctaB, Heme O synthase, protoheme IX farnesyltransferase (EC 2.5.1.-) COX10-CtaB_2","Cluster 1645Rv1620c, cydC, Transport ATP-binding protein CydC_3","Cluster 2478Rv3262, fbiB, Coenzyme F420-0:L-glutamate ligase (EC 6.3.2.31) @ F420-1:L-glutamate ligase (EC 6.3.2.34) / Nitroreductase family protein Rcas_3978_1"
"Cluster 5962Rv0706, rplV, LSU ribosomal protein L22p (L17e)_2",0.13419055274765831,-0.14789461494865352,-0.21950714493825854,0.0,0.08703380458831278,0.0,-0.0664655547366502,0.11088919880324881,0.0,-0.2220313119650338,0.17791882901529874,0.0,0.0,0.05316784868631354,0.13161303864207305,-0.06201153060206879,0.16864441048503673,-0.14552484008769237,-0.1630554997260797,0.0,0.0,-0.08027621219243003,0.0,-0.0969258868379623,-0.1435413028544074,0.0,0.0,-0.07566187872839998,0.0,0.0,1.0,0.0,0.06478038401384079,0.11201275868453581,0.0,0.0,0.0,0.0,0.0,-0.0701115128036208
"Cluster 6749Rv2779c, Rv2779c, Transcriptional regulator, AsnC family_1",0.1354872031562485,-0.18168141659636333,-0.1954096959017096,0.09649384977144163,0.05044558018035349,0.052921241335941394,-0.12620749808461196,0.05214132816630296,0.058528321630810135,-0.11204916020861808,0.0,-0.07030299352902174,0.10240212647302584,0.11492574172765137,0.0,0.0,-0.05241847783587259,0.0,0.0,-0.055165579081882285,0.0,0.0,0.0,0.0,-0.1445278920126494,-0.05409807234202245,0.0,-0.05435699704633866,0.0587091296383537,0.07985287884931333,0.0,1.0,0.1592924253265456,0.05561418599330332,0.0,0.07432426851077847,0.0,-0.08928355047428092,0.0,0.0
"Cluster 9061Rv0763c, Rv0763c, Ferredoxin_1",0.05508827467971552,-0.093417695548358,-0.153528402066946,0.0,0.10757842916427784,0.0,-0.09728194822093297,-0.05257101078456751,0.0,0.0,0.07574956635273164,0.0,0.1262685349059574,0.0,-0.06457509502086935,0.07796502622989547,0.0,0.0,-0.1794543869497251,0.0,-0.11338269652169021,0.0,0.0,0.0,0.0,-0.08670343263989883,0.0,0.0,0.0,0.0,0.06478038401384079,0.1592924253265456,1.0,0.0,0.0,-0.09925598059719408,0.0,-0.09963735804072872,-0.05123942967255973,0.0
"Cluster 3680Rv3917c, parB, Chromosome (plasmid) partitioning protein ParB / Stage 0 sporulation protein J_2",0.11907031585321845,-0.1408748334801465,-0.19769559051059152,0.10394917155345128,0.12447883919429018,0.05240843894818698,-0.10181104947984462,0.06464052318856418,0.05078970780465816,0.0,0.0,-0.12253050359924968,0.0,-0.05768628435929906,0.0,0.0,0.0,0.0,0.05024958384102319,0.0,-0.09356451145132275,-0.05194531094561988,0.0,-0.06335804640300477,-0.19095693791869287,0.0,0.0,0.10481338060399673,0.0,0.0,0.11201275868453581,0.05561418599330332,0.0,1.0,-0.080941056399922,0.0,0.0,0.0,0.0,0.0
"Cluster 3438Rv1451, ctaB, Heme O synthase, protoheme IX farnesyltransferase (EC 2.5.1.-) COX10-CtaB_1",0.10274474766000717,-0.19882747409184906,-0.1945163933764965,0.1403216695166118,0.1598210245427769,0.10477836683134369,-0.11188795863308836,0.07571546404531654,0.0,0.0,-0.08336690843630412,-0.16496171570826468,0.0,0.0,0.10519080172544057,0.0,0.10237577445250037,-0.1681489971410175,-0.14923578294983408,0.0,-0.062176542545025526,0.0,0.2245562226091323,0.0,-0.09995852198461727,-0.11564437514107005,0.0,0.08109563218658869,0.0,0.0,0.0,0.0,0.0,-0.080941056399922,1.0,0.0,-0.06540163559349899,0.0,0.09748688415255764,-0.07528723009110418
"Cluster 1911Rv2577, Rv2577, Purple acid phosphatase_1",0.05151259981409106,-0.06929955191674345,-0.056593232327999066,0.07142708876179117,0.0,0.0,-0.10630662204133884,0.07485260327445473,0.12849143958658896,-0.06400616743072818,-0.07628182660360551,-0.13474923011196696,0.0,0.0,-0.07128457668504111,0.0,0.0,-0.067128745926678,0.0,-0.122027755313545,0.0,-0.07282170871031443,0.12177975919496126,0.0,0.0,0.06292862872712181,0.0,0.0,0.0,0.0,0.0,0.07432426851077847,-0.09925598059719408,0.0,0.0,1.0,-0.05416769631137856,0.0,0.08627959307002807,-0.11783150128612302
"Cluster 4476Rv0633c, Rv0633c, putative membrane protein_2",-0.0509677366634802,0.09486174960245022,0.06723031512782875,-0.12475704418733086,-0.09275053433039782,0.05126520669632856,0.06113893911426494,-0.050303319259463616,0.0,0.0,0.0,0.08723679652756679,0.0,-0.19319139502338994,0.0,0.0,0.0,0.0,0.05827643968286556,0.11704475323470664,0.0,0.0,0.0,0.0,0.0,-0.05665302511525481,-0.06934837088844283,0.0,-0.11167457282334199,-0.08970508622929596,0.0,0.0,0.0,0.0,-0.06540163559349899,-0.05416769631137856,1.0,0.14003562930495667,-0.0725187246358199,0.07874550637976768
"Cluster 3438Rv1451, ctaB, Heme O synthase, protoheme IX farnesyltransferase (EC 2.5.1.-) COX10-CtaB_2",-0.06289419735236432,0.1759069269829593,0.158242369813911,-0.1517505503146313,-0.08620935004633255,-0.09720603852113122,0.05788103043934587,0.0,0.0,0.18206498196730234,0.0,0.0,-0.19155759264749272,-0.06988426486597192,-0.06424786812136783,0.0,-0.10718527010813876,0.0,0.0,-0.08613811542668202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0647679388503278,0.0,-0.08160479875299793,0.0,-0.08928355047428092,-0.09963735804072872,0.0,0.0,0.0,0.14003562930495667,1.0,0.0,0.05350652396740198
"Cluster 1645Rv1620c, cydC, Transport ATP-binding protein CydC_3",0.11482883180568261,-0.05846667946113342,-0.10102990960179685,0.06050185142769765,0.05480967058660073,0.0,0.0,0.12031033909091829,0.06353316972702044,-0.08950800051527127,0.0,-0.18465231556900513,-0.13211674495912484,0.0,0.06113581823916362,0.05750034420228274,-0.07340881037903015,-0.08189726824443226,-0.05606904252793102,-0.14408424949033197,0.0,0.0,0.09946678749569333,0.19511204582217728,0.06131489196277805,-0.09541190824211111,0.0,0.0,0.0,0.0,0.0,0.0,-0.05123942967255973,0.0,0.09748688415255764,0.08627959307002807,-0.0725187246358199,0.0,1.0,0.055063803870278386
"Cluster 2478Rv3262, fbiB, Coenzyme F420-0:L-glutamate ligase (EC 6.3.2.31) @ F420-1:L-glutamate ligase (EC 6.3.2.34) / Nitroreductase family protein Rcas_3978_1",0.0,0.0,0.0,-0.05015867865768424,-0.14294767241309853,-0.10750638415431872,0.054452778798673246,-0.08289419704531854,0.0,-0.06190011654924819,-0.16751839270930757,0.05894813672280212,-0.08458481712514013,-0.12384426195433164,0.0,0.0,-0.05568872931610282,0.0,-0.05142226615838657,0.0,-0.08543289923631299,0.0,-0.11681242439243661,0.0,0.0,0.0,0.0,-0.05572927959460565,0.0,0.0,-0.0701115128036208,0.0,0.0,0.0,-0.07528723009110418,-0.11783150128612302,0.07874550637976768,0.05350652396740198,0.055063803870278386,1.0
