,"Cluster 1116Rv1908c, katG, Catalase (EC 1.11.1.6) / Peroxidase (EC 1.11.1.7)_3","Cluster 1116Rv1908c, katG, Catalase (EC 1.11.1.6) / Peroxidase (EC 1.11.1.7)_6","Cluster 1116Rv1908c, katG, Catalase (EC 1.11.1.6) / Peroxidase (EC 1.11.1.7)_1","Cluster 1116Rv1908c, katG, Catalase (EC 1.11.1.6) / Peroxidase (EC 1.11.1.7)_7","Cluster 1116Rv1908c, katG, Catalase (EC 1.11.1.6) / Peroxidase (EC 1.11.1.7)_5","Cluster 1116Rv1908c, katG, Catalase (EC 1.11.1.6) / Peroxidase (EC 1.11.1.7)_2","Cluster 1116Rv1908c, katG, Catalase (EC 1.11.1.6) / Peroxidase (EC 1.11.1.7)_8","Cluster 1116Rv1908c, katG, Catalase (EC 1.11.1.6) / Peroxidase (EC 1.11.1.7)_4","Cluster 4738Rv1484, inhA, Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)_1","Cluster 1237Rv1877, Rv1877, EmrB/QacA family drug resistance transporter_5","Cluster 2178Rv0016c, pbpA, Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)_3","Cluster 4498Rv0838, lpqR, D-alanyl-D-alanine dipeptidase (EC 3.4.13.22)_2","Cluster 1396Rv0669c, Rv0669c, Alkaline ceramidase_2","Cluster 3849Rv0265c, Rv0265c, ABC transporter, periplasmic iron-transport lipoprotein_1","Cluster 1258Rv1402, priA, Helicase PriA essential for oriC/DnaA-independent DNA replication_1","Cluster 7026Rv2704, Rv2704, RidA/YER057c/UK114 superfamily, group 6_2","Cluster 5659Rv0475, hbhA, Iron-regulated heparin binding hemagglutinin HbhA (Adhesin)_3","Cluster 1601Rv0118c, oxcA, Oxalyl-CoA decarboxylase (EC 4.1.1.8)_6","Cluster 3438Rv1451, ctaB, Heme O synthase, protoheme IX farnesyltransferase (EC 2.5.1.-) COX10-CtaB_1","Cluster 5285Rv2206, Rv2206, CblZ, a non-orthologous displasment for Alpha-ribazole-5'-phosphate phosphatase_4","Cluster 4010Rv1011, ispE, 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148)_3","Cluster 3737Rv1518, Rv1518, Glycosyltransferase PglI (EC 2.4.1.-)_3","Cluster 203Rv2476c, gdh, NAD-specific glutamate dehydrogenase (EC 1.4.1.2), large form_1","Cluster 5025Rv1597, Rv1597, Methyltransferase_1","Cluster 2940Rv2265, Rv2265, Uncharacterized protein Rv2265/MT2327_1","Cluster 2698Rv3565, aspB, Valine--pyruvate aminotransferase (EC 2.6.1.66)_2","Cluster 4716Rv1433, Rv1433, putative lipoprotein_3","Cluster 1180Rv0570, nrdZ, Ribonucleotide reductase of class II (coenzyme B12-dependent) (EC 1.17.4.1)_3","Cluster 2642Rv3899c, Rv3899c, Vegetative cell wall protein gp1 precursor_4","Cluster 3849Rv0265c, Rv0265c, ABC transporter, periplasmic iron-transport lipoprotein_2","Cluster 2178Rv0016c, pbpA, Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)_2","Cluster 1578Rv1132, Rv1132, putative membrane protein_8","Cluster 4913Rv1339, Rv1339, Metal-dependent hydrolases of the beta-lactamase superfamily III_2","Cluster 621Rv3513c, fadD18, Long-chain fatty-acid-CoA ligase (EC 6.2.1.3), Mycobacterial subgroup FadD19_7","Cluster 8291Rv3770A, Rv3770A, PROBABLE REMNANT OF A TRANSPOSASE_1","Cluster 5114Rv1483, fabG1, 3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)_1","Cluster 3137Rv2786c, ribF, FMN adenylyltransferase (EC 2.7.7.2) / Riboflavin kinase (EC 2.7.1.26)_3","Cluster 6811Rv2698, Rv2698, FIG01105974: Probable conserved alanine rich transmembrane protein_4","Cluster 5046Rv2208, cobS, Cobalamin synthase (EC 2.7.8.26)_3","Cluster 6010Rv1203c, Rv1203c, ATPase_3","Cluster 3770Rv2982c, gpdA2, Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94)_5","Cluster 4931Rv1270c, lprA, Lipoprotein LprA_2","Cluster 1736Rv3280, accD5, Methylcrotonyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.4)_2","Cluster 2457Rv3790, dprE1, Heteromeric decaprenylphosphoryl-beta-D-ribose 2'-epimerase (EC 1.1.98.3) subunit DprE1_1","Cluster 4287Rv2198c, mmpS3, Putative membrane protein MmpS3_2","Cluster 6226Rv0984, moaB2, Molybdenum cofactor biosynthesis protein MoaB_3","Cluster 2940Rv2265, Rv2265, Uncharacterized protein Rv2265/MT2327_3","Cluster 2642Rv3899c, Rv3899c, Vegetative cell wall protein gp1 precursor_5","Cluster 3680Rv3917c, parB, Chromosome (plasmid) partitioning protein ParB / Stage 0 sporulation protein J_4","Cluster 8291Rv3770A, Rv3770A, PROBABLE REMNANT OF A TRANSPOSASE_2","Cluster 4287Rv2198c, mmpS3, Putative membrane protein MmpS3_3","Cluster 4286Rv2859c, Rv2859c, COG2071: predicted glutamine amidotransferases in hypothetical Actinobacterial gene cluster_1","Cluster 3737Rv1518, Rv1518, Glycosyltransferase PglI (EC 2.4.1.-)_4","Cluster 1335Rv3667, acs, Acetyl-CoA synthetase (EC 6.2.1.1)_1","Cluster 5264Rv3434c, Rv3434c, putative membrane protein_2","Cluster 3865Rv1244, lpqZ, Glycine betaine/L-proline transport substrate-binding protein ProX (TC 3.A.1.12.1)_1","Cluster 2212Rv0346c, ansP2, L-asparagine permease_2","Cluster 1428Rv3871, eccCb1, FtsK/SpoIIIE family protein EccCb1, component of Type VII secretion system ESX-1_1","Cluster 4197Rv1189, sigI, RNA polymerase sigma factor_1","Cluster 2064Rv2090, Rv2090, Probable 5'-3' exonuclease Bsu YpcP_3"
"Cluster 8291Rv3770A, Rv3770A, PROBABLE REMNANT OF A TRANSPOSASE_1",0.09134509148331524,-0.05213820414775712,-0.16877623747327972,0.06715889504564024,-0.16432057867736874,-0.1014223398559353,0.12877780772449432,0.13732324317922076,-0.21792362200199775,0.0,0.13401450769110093,0.0951890494030524,0.07031138196746442,0.0,0.0,0.0,0.0,0.0,0.0,0.08022864749349307,0.0,0.07181911067828234,-0.07450346351287779,0.0,0.1671734988413504,0.0,0.16600326083808858,-0.058655902214693835,0.0,0.0,0.06335555570294679,0.0,0.060805685966125,0.0,1.0,0.0,0.0,0.0,0.0,-0.13724722052699045,0.0,0.0,0.0,0.06401759177664437,0.0,0.0,0.07861479995935348,0.0,0.0,0.8356120362916681,-0.05318809845156915,-0.05352630237650079,0.08534538098317566,0.0,-0.08112857167277399,0.0,0.06761183529009257,0.0,0.0742655253433067,0.0
"Cluster 5114Rv1483, fabG1, 3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)_1",0.1060128002338816,-0.09761475637723928,-0.17808492917116037,0.0,-0.09290488504873365,-0.1740665917731914,0.09258473888957679,0.07023682735703432,-0.1666291331161682,-0.09469632496232536,0.0,0.0,0.0,0.0,0.0,0.08641996206989482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09801473304610873,0.07826925742712243,-0.11420828780919297,0.0,-0.05409694795546482,0.0704349590319529,0.0,0.0,0.0,0.07207688448674952,-0.0814996150635998,0.0,1.0,0.0,0.06396871310026131,0.06372324220967561,0.0,0.0,0.057945347972146156,0.09735066234056414,0.0,0.0,0.0,0.0,0.12198046642265242,0.0,0.0,0.0,-0.07168983625894185,0.0,0.0,0.06556237780355388,0.0,0.0,0.0,0.0,0.061036764482532375
"Cluster 3137Rv2786c, ribF, FMN adenylyltransferase (EC 2.7.7.2) / Riboflavin kinase (EC 2.7.1.26)_3",-0.1551664899788747,0.11411993905106575,0.11105685038291452,-0.10565601882489258,0.12179325344072756,0.14209332430265056,0.0,-0.1503122316533732,0.0,0.10537637381240121,0.0,-0.19897694938323915,-0.1516819077103518,-0.08304280382037292,0.08506997934200296,-0.07534062111689517,0.0,0.0,0.0,-0.17191471692036456,0.0,0.0,-0.052979642151065154,0.0,0.0,0.0,-0.11367390222384932,0.09565571847129209,-0.06991753706357523,0.0,0.12017095747676446,0.0,0.0,-0.0698531818836921,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.07899816331618267,0.0,-0.050711229786051866,-0.053752268016965796,0.0,0.0,-0.08218592747905118,0.0,0.06349916943306046,0.0,0.0,0.0,0.0,0.0,0.0,-0.09451577536926843,0.0,0.15938456733931267,0.0
"Cluster 6811Rv2698, Rv2698, FIG01105974: Probable conserved alanine rich transmembrane protein_4",0.0,0.17054928419781762,0.11422525909908014,-0.08740203081367028,0.1106924056850852,0.13053265074313794,-0.0504890918795887,-0.08773898238816072,-0.0597973617300557,0.14588616767888216,0.0,0.0,-0.06377475571472964,0.07087210506645691,0.05945556709094129,-0.05772276724960876,0.0,0.0,-0.07611557741078959,-0.06272651150989175,0.0,0.0,-0.06821562951527342,0.0,0.0,0.0,0.0,-0.09817751610480617,0.0,0.05428688798195438,0.052652942671388474,0.0729753026834585,-0.05973280048791022,0.0,0.0,0.06396871310026131,0.0,1.0,0.0,0.0,0.0,0.08045093485104424,0.0,0.055669541413736784,0.0,0.07042989456448592,0.0,0.0,-0.05488087844964324,0.0,0.0,0.1563519892907976,-0.16607284958482096,0.0,0.0,0.0,-0.05877572515035563,0.0,0.05262353106146635,0.05547603542834292
"Cluster 5046Rv2208, cobS, Cobalamin synthase (EC 2.7.8.26)_3",0.05894051716808064,-0.14109465186567657,-0.08765078338775989,0.08884297076110076,-0.059542961536529354,-0.23750049276488797,0.11405072914515309,0.0,-0.09174235342813582,-0.14264109766348668,0.0,0.0,0.11850668108547416,0.0,0.0,-0.05385547382633139,0.09611154119082226,-0.07946296234406607,0.0,0.0,0.0,0.0,0.050366667682931854,0.0,0.0,0.0,0.0,-0.12366942734678632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06372324220967561,0.0,0.0,1.0,0.0,0.0,-0.12937572686323615,-0.0713522741409858,-0.053934875919444,0.0,0.0,0.0,0.0,-0.059457218046933775,0.0,0.0,0.0,0.07260357302858299,0.0,0.0,0.0,0.07337684631914523,0.0,-0.1236576845376463,0.0
"Cluster 6010Rv1203c, Rv1203c, ATPase_3",-0.06877803894324463,0.06961809137188751,0.12216727660812471,-0.10128734847621172,0.11467522212532177,0.10217285240260061,-0.11493666159021562,-0.06386188989088454,0.0,0.0,0.0,-0.059859870610656084,0.0,-0.06575703456771025,0.06989875656011525,0.0,0.0,0.0,0.0,0.0,0.07782955387452102,0.0,0.0,-0.07804502746085322,-0.1739300557041253,0.0,0.0,0.07194761483448926,-0.06468859856751843,0.0,-0.07355615599009034,0.0951349159073239,0.0,0.0,-0.13724722052699045,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.05100736567394547,0.0,-0.1467617785307801,0.0610086185028336,-0.05804684583677073,-0.08614581730434435,-0.08087627147848778,0.0,0.0,0.0,0.0,0.0,-0.097052390315683,0.0,0.0643845789375556,-0.05298745294949233
"Cluster 3770Rv2982c, gpdA2, Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94)_5",0.0,0.08532774173685755,0.11995009876414627,-0.07030744196573825,0.131752488132287,0.07676877264129954,-0.09112674377050352,-0.05852354014871114,0.0,0.19709906109739636,0.0579290986889947,0.0,-0.16976958301957532,0.0,0.11997612567061755,0.0,0.0,0.0,-0.07305050660877853,0.0,0.0,0.0,0.0,-0.08446378225768424,-0.16042250702759597,0.07738772833461958,0.0,0.0,0.06518053039230554,0.0,0.0,0.0,0.07643683169424571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.07883096758191145,-0.1833748875213511,0.0,0.0,-0.0666420116932885,0.08720013508679925,0.0,0.0,0.0,0.0,0.0,0.0,0.07758810275827203,-0.10899457208517208,0.0,-0.08506348798292328,0.0,0.0
"Cluster 4931Rv1270c, lprA, Lipoprotein LprA_2",0.15289502414967415,-0.07095063149380151,-0.17602211601619494,0.13149982387661022,-0.16977370079967039,-0.16324214544701715,0.07333157458448723,0.12106362794756921,-0.261616129067586,0.0,0.07579937241212902,0.09062089904079092,0.12141770850045847,0.128316268226556,-0.07227644222734703,0.0,0.0,0.0,0.0,0.15186424659187914,0.08176243537049735,0.052117506479031656,0.0,-0.057495081173975095,-0.0592646817867129,0.0,0.0,0.0,0.0,0.1052874411904583,0.0,0.0,0.05065800278133381,-0.09038185790648706,0.0,0.057945347972146156,-0.07899816331618267,0.08045093485104424,-0.12937572686323615,0.0,0.0,1.0,-0.06143123539688815,0.0,0.0,0.0,0.0,0.17458868172597852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07944172007557081,0.0,0.0
"Cluster 1736Rv3280, accD5, Methylcrotonyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.4)_2",0.0,-0.10670271661919288,-0.1920317422377259,0.0,-0.16958853829438622,-0.11002995481475662,0.05203144904354346,0.0,0.0,-0.05967372917507673,0.0,0.0,0.10574085925495352,0.11776069465920176,-0.1531602017308195,0.0,0.0,0.0,0.0,0.0,-0.07352911505743388,0.0,-0.06035751453276687,-0.060550486480716814,0.1300851469269861,0.0,0.06354270366016457,0.0,0.0,0.05021185356774763,0.0,0.052490542198958,0.06004065512882273,0.0,0.0,0.09735066234056414,0.0,0.0,-0.0713522741409858,0.0,-0.07883096758191145,-0.06143123539688815,1.0,0.0,0.0,0.0,0.0,0.0,-0.12577376041631894,0.0,0.0,0.0,0.0,-0.05859224274089792,0.0,0.15201723045040633,0.0,0.06421707058887008,0.0,0.0
"Cluster 2457Rv3790, dprE1, Heteromeric decaprenylphosphoryl-beta-D-ribose 2'-epimerase (EC 1.1.98.3) subunit DprE1_1",0.09378939563204182,-0.08181872591554248,-0.1263977973876433,0.1107920490007832,-0.11397532882293686,-0.11395987850920895,0.06187434135775263,0.1204914251659998,0.0,0.0,0.0,0.0,0.06080051823341937,0.0,0.0,0.0,0.08121300492612615,0.0,0.06113114353624232,0.0,0.0,-0.08453292939682418,0.11450311496128125,0.0,0.0,0.0,0.0,0.0,-0.06177697949683053,0.0,0.0,0.0,0.0,0.0,0.06401759177664437,0.0,-0.050711229786051866,0.055669541413736784,-0.053934875919444,0.0,-0.1833748875213511,0.0,0.0,1.0,0.0,0.0,0.0,0.1299249213842035,0.0,0.06896607442520197,0.0,0.06743765888966463,-0.07553675427709702,0.0,-0.08609966341467451,0.0,0.05679990971477895,0.0,-0.12846137718098527,-0.06930174499742232
"Cluster 4287Rv2198c, mmpS3, Putative membrane protein MmpS3_2",0.14639790103046238,-0.14182207625722976,-0.22128538688954513,0.1370990946036808,-0.21092263483349796,-0.20995121775583006,0.1548330698073388,0.20227410775260674,-0.15046451366488878,-0.07887858783584904,0.06774205543854497,0.10926528439381492,0.10728963096549696,-0.06422816461849895,-0.14938325666211508,0.0,0.0,-0.17647158129787982,0.0,-0.07279234070136482,0.0,0.05857405018318465,0.07641486322843995,-0.12894276585903786,0.06557682667794662,-0.057682223784014525,0.0,-0.12202188744744652,-0.061685971657659135,-0.06577920338359494,0.07131439283578868,0.0,0.0,0.0,0.0,0.0,-0.053752268016965796,0.0,0.0,-0.05100736567394547,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0586056230281049,0.0,0.8107978560954515,0.0,0.0,0.09189344634142976,0.0,0.10939138082978427,0.0,0.0,-0.09564339804912202,0.06425772797208709
"Cluster 6226Rv0984, moaB2, Molybdenum cofactor biosynthesis protein MoaB_3",-0.13420450081856153,0.21036439180536395,0.1819438030743108,-0.10101290766778766,0.18376723948682888,0.16673029716039608,-0.09596698064033866,-0.17670992451380466,0.06391871050994315,0.0,-0.08552215864033276,-0.05958596466351694,-0.10435125781675074,-0.07768038680093177,0.0,0.0,0.0550084518432001,0.07011182375372875,-0.11838091554692597,0.0,0.0,0.05889051371106291,-0.06590710050652064,0.05833915311616342,-0.07928525592957748,-0.08757861197612621,0.0,0.0,-0.07231989821853231,0.0,0.0,0.0,-0.05120226335996081,0.0,0.0,0.0,0.0,0.07042989456448592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.130735330860971,-0.07843499183913628,0.0,0.0,0.0,0.0,0.0,0.0,0.08543464387709446,-0.11408232230782359,0.0,0.07813762190183783,0.0
"Cluster 2940Rv2265, Rv2265, Uncharacterized protein Rv2265/MT2327_3",0.08929015712157443,-0.058279685887810365,-0.06518426330475452,0.0,-0.05521719628785195,-0.12099123683465235,0.0,0.0,-0.08403452452176984,-0.06938944973191592,0.0,0.192893420804932,0.07548225505829716,-0.06683797346818035,0.0,0.06127307008123756,0.0,0.0,0.0,0.09533173299516676,0.0,0.0,0.0,0.13765230818754018,0.6887610556331423,-0.06644031483872616,0.0,0.0,0.0,0.0,-0.12633164042562575,0.0,0.0,0.07317366756680616,0.07861479995935348,0.0,0.0,0.0,0.0,-0.1467617785307801,-0.0666420116932885,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06794105257674285,0.0,-0.08415131360350914,0.0,0.07561609960438852,0.0,0.0,-0.050809715207792754,0.0,0.0,0.0
"Cluster 2642Rv3899c, Rv3899c, Vegetative cell wall protein gp1 precursor_5",0.06721147224074152,-0.13234602140531354,-0.17794732708173933,0.06704055139641885,-0.12493620464658413,-0.21607832939507945,0.06769361897177938,0.10745240828694398,-0.11935805788991176,-0.1436251526168801,0.11440455369491595,0.1799484896035063,0.0,0.08527358809979642,0.0,0.0,0.056373218652559114,0.08027813419517411,0.0,0.07562139294844622,-0.05135872174422841,0.0,0.0,0.0,-0.0693751175477575,-0.05963873265698163,0.0,-0.08168107220035073,0.08401258746614111,0.0,0.0,0.0,0.0,0.0,0.0,0.12198046642265242,-0.08218592747905118,0.0,0.0,0.0610086185028336,0.08720013508679925,0.17458868172597852,0.0,0.1299249213842035,0.0,-0.130735330860971,0.0,1.0,0.0,0.0,0.0,0.0,-0.05226026170875389,-0.05133282376723111,0.0,-0.06265136974823594,0.12236964158208583,0.0,0.0,0.0
"Cluster 3680Rv3917c, parB, Chromosome (plasmid) partitioning protein ParB / Stage 0 sporulation protein J_4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05835245245848563,0.0,0.0,0.05122287050872162,0.0,0.0,0.0,0.0,-0.09133927669528075,0.0,0.0,-0.07262756610153712,0.06647845464346626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08637722415870804,0.1455519255404123,-0.1261930907422965,0.0,0.0,0.0,-0.05488087844964324,-0.059457218046933775,-0.05804684583677073,0.0,0.0,-0.12577376041631894,0.0,0.0586056230281049,-0.07843499183913628,0.0,0.0,1.0,-0.06932473685669059,0.05304199736879201,0.0,0.0,0.0,0.05303736440014003,0.05897416847381294,0.0,0.08736865954461705,-0.05249030296416318,0.0
"Cluster 8291Rv3770A, Rv3770A, PROBABLE REMNANT OF A TRANSPOSASE_2",0.0,0.0,-0.10129638351302386,0.0,-0.0945264379855059,-0.07125585955779189,0.07775794276498822,0.07244773755934408,-0.1673802774287756,0.0,0.09161150227982223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0705013406311589,0.06031927604516242,0.0,0.0,0.11302168093887147,0.0,0.09991793656312176,0.0,0.0,0.0,0.06701556713222163,0.0,0.0,0.0,0.8356120362916681,0.0,0.06349916943306046,0.0,0.0,-0.08614581730434435,0.0,0.0,0.0,0.06896607442520197,0.0,0.0,0.06794105257674285,0.0,-0.06932473685669059,1.0,0.0,-0.06356571024460782,0.10602455147902473,0.0,-0.0909674095756003,-0.062420318740991326,0.0,0.0,0.0,0.0
"Cluster 4287Rv2198c, mmpS3, Putative membrane protein MmpS3_3",0.09994101184574393,-0.10111688710651111,-0.16780577287651902,0.06639202103563442,-0.14046756587086695,-0.18363840722842223,0.10736526342900553,0.15913749568175098,-0.14953225708302445,0.0,0.10197300220648528,0.06259898362914723,0.08339804861574981,-0.08527211771959366,-0.0727191308775783,0.0,0.0,-0.12047599815841228,0.0,-0.09022573208804947,0.0,0.0,0.0,-0.0850624739311747,0.0,-0.0670134690344618,-0.06305339127205599,0.0,0.0,-0.0831480431083902,0.076476948796187,0.0,0.0,0.0,-0.05318809845156915,0.0,0.0,0.0,0.0,-0.08087627147848778,0.0,0.0,0.0,0.0,0.8107978560954515,0.0,0.0,0.0,0.05304199736879201,0.0,1.0,0.0,0.0,0.062323252202170235,0.0,0.0,0.0,0.0,-0.0510778026270258,0.06340167512278853
"Cluster 4286Rv2859c, Rv2859c, COG2071: predicted glutamine amidotransferases in hypothetical Actinobacterial gene cluster_1",-0.08502895917430157,0.15067755534009117,0.1062276695542791,-0.1732116982230014,0.12424338376337156,0.11554063034654578,-0.07374313845795204,-0.07104262680168036,0.09744022155577965,0.0,-0.19815830850646088,-0.12433123196938936,0.0,-0.06407337670017473,0.0,0.0,-0.0844833907167772,0.0,0.0,0.0,0.0,0.0,-0.10247360622527554,0.13481568286135076,-0.06236240699703895,0.09144774428733932,-0.07691389752817142,0.0,-0.05899258709828323,-0.08057750863622506,-0.10063589609737983,0.06347777737225542,0.0,0.0,-0.05352630237650079,-0.07168983625894185,0.0,0.1563519892907976,0.0,0.0,0.0,0.0,0.0,0.06743765888966463,0.0,0.0,-0.08415131360350914,0.0,0.0,-0.06356571024460782,0.0,1.0,0.0,0.0,0.06894819196413124,0.0,0.0,-0.09842532086997978,0.0,0.06382451666026709
"Cluster 3737Rv1518, Rv1518, Glycosyltransferase PglI (EC 2.4.1.-)_4",0.0,-0.10863675550187944,-0.09238821554828792,0.0,-0.07384348089225826,-0.06202593466387811,0.0868769268162147,0.0,0.0,-0.168685132182835,0.07719568328011682,0.07797545022462582,0.0,0.0,0.0,0.0,0.0,0.0,-0.09149988303154223,0.17698598493860207,0.0,0.549726282175779,0.0,0.0,-0.05992438496967295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08534538098317566,0.0,0.0,-0.16607284958482096,0.07260357302858299,0.0,0.0,0.0,0.0,-0.07553675427709702,0.0,0.0,0.0,-0.05226026170875389,0.0,0.10602455147902473,0.0,0.0,1.0,-0.05295254431704798,0.0,0.0,0.0,-0.05372643242624388,0.0,0.0
"Cluster 1335Rv3667, acs, Acetyl-CoA synthetase (EC 6.2.1.1)_1",0.13793258397802033,-0.10001323214858948,-0.1494374526529318,0.07270694505370226,-0.12268482892493922,-0.11837588829075776,0.10648954859032997,0.16017315926743728,-0.06860586239696585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05642146263672271,-0.05598098990021014,0.0,0.05487796105997552,0.05627724463503052,0.0,0.0,0.0,-0.06539116709609105,-0.06434378624272337,-0.05104893550167714,0.0,0.0,0.06774595502205871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05859224274089792,0.0,0.09189344634142976,0.0,0.07561609960438852,-0.05133282376723111,0.0,0.0,0.062323252202170235,0.0,-0.05295254431704798,1.0,0.0,0.0,0.0,0.0,-0.09057572259797275,0.0
"Cluster 5264Rv3434c, Rv3434c, putative membrane protein_2",0.055229970151637005,0.0,0.0,0.0,0.06899502714256864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07164764677357768,0.0,0.0,0.07192203288549127,0.0,0.0,0.10097412666189884,0.0,0.0,0.0,0.0,0.085495661278759,0.11608355590970107,-0.07947144071428612,0.0,0.0,0.0,0.0,-0.08112857167277399,0.06556237780355388,0.0,0.0,0.0,0.0,0.07758810275827203,0.0,0.0,-0.08609966341467451,0.0,0.0,0.0,0.0,0.05303736440014003,-0.0909674095756003,0.0,0.06894819196413124,0.0,0.0,1.0,0.050082639399970125,0.0,0.1282549294582058,0.0,0.0
"Cluster 3865Rv1244, lpqZ, Glycine betaine/L-proline transport substrate-binding protein ProX (TC 3.A.1.12.1)_1",0.0,0.0,0.0,0.054001345890606456,0.0,-0.05893919656222968,0.0,0.0,0.0,-0.051869841019038784,0.0,0.0,0.062482582773861504,0.0,0.0,0.11334153514702995,0.12378305557075256,0.0,-0.05132564159184945,0.0,-0.08502791798269105,-0.05616943825385591,0.052956153251170514,0.0,-0.055711754292727234,0.0,0.0,0.0,0.0,0.0,-0.08421637491202529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10899457208517208,0.0,0.15201723045040633,0.0,0.10939138082978427,0.08543464387709446,0.0,-0.06265136974823594,0.05897416847381294,-0.062420318740991326,0.0,0.0,0.0,0.0,0.050082639399970125,1.0,0.181429892940717,0.09758251226820337,0.0,0.0
"Cluster 2212Rv0346c, ansP2, L-asparagine permease_2",0.0768367847933862,-0.1720820298493287,-0.16181639424434915,0.17001223334254262,-0.1393936160143979,-0.18470562620990238,0.1223323221861461,0.12908786701775848,-0.15230560438538027,0.0,0.054564402684939506,0.11670284457451313,0.07633800642446847,0.0,0.0,0.0,0.0,0.0,-0.05273639886459681,0.06974605386174061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0632868811492277,0.11026659717110013,-0.05104560641733775,0.0,0.0,0.0,0.08863657659977235,0.06761183529009257,0.0,-0.09451577536926843,-0.05877572515035563,0.07337684631914523,-0.097052390315683,0.0,0.0,0.0,0.05679990971477895,0.0,-0.11408232230782359,-0.050809715207792754,0.12236964158208583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181429892940717,1.0,0.0,-0.10835238394194696,0.0
"Cluster 1428Rv3871, eccCb1, FtsK/SpoIIIE family protein EccCb1, component of Type VII secretion system ESX-1_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07384883417134226,0.0,0.0,0.0,-0.09640351292398552,0.0,0.0,-0.08485472122586173,0.06302444304684851,-0.06182234690136424,0.06408635670129792,0.0,0.0,0.0,-0.08824204450785457,0.0,0.0,0.0,-0.05884776275932144,0.0,0.11226219949329354,0.1425991135645603,-0.09283835133537259,-0.061535036184836606,0.0,0.0,-0.1790138362096492,0.0,0.0,0.0,0.0,0.0,0.0,-0.08506348798292328,0.07944172007557081,0.06421707058887008,0.0,0.0,0.0,0.0,0.0,0.08736865954461705,0.0,0.0,-0.09842532086997978,-0.05372643242624388,0.0,0.1282549294582058,0.09758251226820337,0.0,1.0,-0.06799480485182355,0.0
"Cluster 4197Rv1189, sigI, RNA polymerase sigma factor_1",-0.16900358702089474,0.15344376737634016,0.14624889136372538,-0.14288042462838987,0.18276669904553428,0.19069309100915138,-0.19061104665544087,-0.19373284181753744,0.0,0.0,0.0,-0.10018510065630999,-0.11768199777850666,-0.0689306383884002,0.0,0.0,-0.09596031058396771,0.0522881707784287,0.0,-0.07751591120930049,0.08691560476364076,-0.17450898504993578,-0.14793646824356568,0.09725862085874745,0.0,0.06399568914117598,0.0,0.0,0.09358706638056016,0.0,0.0,0.07502547374449754,-0.09173253147814348,0.06182532739605179,0.0742655253433067,0.0,0.15938456733931267,0.05262353106146635,-0.1236576845376463,0.0643845789375556,0.0,0.0,0.0,-0.12846137718098527,-0.09564339804912202,0.07813762190183783,0.0,0.0,-0.05249030296416318,0.0,-0.0510778026270258,0.0,0.0,-0.09057572259797275,0.0,0.0,-0.10835238394194696,-0.06799480485182355,1.0,0.0
