,"Cluster 491Rv0667, rpoB, DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)_4","Cluster 491Rv0667, rpoB, DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)_3","Cluster 491Rv0667, rpoB, DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)_10","Cluster 1206Rv2721c, Rv2721c, POSSIBLE CONSERVED TRANSMEMBRANE ALANINE AND GLYCINE RICH PROTEIN_2","Cluster 4738Rv1484, inhA, Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)_1","Cluster 415Rv0668, rpoC, DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)_6","Cluster 1237Rv1877, Rv1877, EmrB/QacA family drug resistance transporter_5","Cluster 5025Rv1597, Rv1597, Methyltransferase_1","Cluster 1068Rv1633, uvrB, Excinuclease ABC subunit B_2","Cluster 2117Rv2680, Rv2680, Uncharacterized protein Q1 colocalized with Q_8","Cluster 3554Rv1543, Rv1543, Oxidoreductase, short-chain dehydrogenase/reductase family_4","Cluster 3865Rv1244, lpqZ, Glycine betaine/L-proline transport substrate-binding protein ProX (TC 3.A.1.12.1)_1","Cluster 4237Rv3516, echA19, Enoyl-CoA hydratase (EC 4.2.1.17)_2","Cluster 1396Rv0669c, Rv0669c, Alkaline ceramidase_2","Cluster 2754Rv1526c, Rv1526c, Uncharacterized protein Rv1526c/MT1577_1","Cluster 619Rv1664, pks9, Polyketide synthase_3","Cluster 2178Rv0016c, pbpA, Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)_3","Cluster 2804Rv0867c, rpfA, Resuscitation-promoting factor RpfA_1","Cluster 3554Rv1543, Rv1543, Oxidoreductase, short-chain dehydrogenase/reductase family_2","Cluster 3598Rv3124, moaR1, transcriptional regulator, AfsR/DnrI/RedD family_1","Cluster 3178Rv2777c, Rv2777c, FF domain protein_2","Cluster 577Rv1683, Rv1683, Polyhydroxyalkanoic acid synthase_3","Cluster 3881Rv3312c, Rv3312c, Hydrolase, alpha/beta hydrolase fold family_2","Cluster 3865Rv1244, lpqZ, Glycine betaine/L-proline transport substrate-binding protein ProX (TC 3.A.1.12.1)_3","Cluster 2940Rv2265, Rv2265, Uncharacterized protein Rv2265/MT2327_3","Cluster 5862Rv3055, Rv3055, Transcriptional regulator, AcrR family_2","Cluster 3137Rv2786c, ribF, FMN adenylyltransferase (EC 2.7.7.2) / Riboflavin kinase (EC 2.7.1.26)_3","Cluster 3178Rv2777c, Rv2777c, FF domain protein_7","Cluster 5665Rv0956, purN, Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2)_4","Cluster 5263Rv1151c, Rv1151c, NAD-dependent protein deacetylase of SIR2 family_1","Cluster 2940Rv2265, Rv2265, Uncharacterized protein Rv2265/MT2327_1","Cluster 2980Rv2780, ald, Alanine dehydrogenase (EC 1.4.1.1)_4","Cluster 1039Rv1563c, treY, Malto-oligosyltrehalose synthase (EC 5.4.99.15)_1","Cluster 4913Rv1339, Rv1339, Metal-dependent hydrolases of the beta-lactamase superfamily III_2","Cluster 3386Rv3041c, Rv3041c, ABC transporter, ATP-binding protein_2","Cluster 4737Rv1964, yrbE3A, Conserved hypothetical integral membrane protein YrbEa_3","Cluster 4498Rv0838, lpqR, D-alanyl-D-alanine dipeptidase (EC 3.4.13.22)_2","Cluster 441Rv3300c, Rv3300c, Arylsulfatase (EC 3.1.6.1)_6","Cluster 3386Rv3041c, Rv3041c, ABC transporter, ATP-binding protein_4","Cluster 5862Rv3055, Rv3055, Transcriptional regulator, AcrR family_4","Cluster 2401Rv0473, Rv0473, putative membrane protein_3","Cluster 581Rv3887c, eccD2, Serine protease mycosin MycP5, component of Type VII secretion system ESX-5_16","Cluster 2747Rv2181, Rv2181, putative membrane protein_1","Cluster 3137Rv2786c, ribF, FMN adenylyltransferase (EC 2.7.7.2) / Riboflavin kinase (EC 2.7.1.26)_1","Cluster 2697Rv3074, Rv3074, CONSERVED 13E12 REPEAT FAMILY PROTEIN_3","Cluster 7026Rv2704, Rv2704, RidA/YER057c/UK114 superfamily, group 6_2","Cluster 1927Rv0773c, ggtA, Gamma-glutamyltranspeptidase (EC 2.3.2.2) @ Glutathione hydrolase (EC 3.4.19.13)_2","Cluster 3136Rv0389, purT, Phosphoribosylglycinamide formyltransferase 2 (EC 2.1.2.-)_1","Cluster 462Rv3447c, eccC4, FtsK/SpoIIIE family protein EccC4, component of Type VII secretion system ESX-4_7","Cluster 5187Rv3631, Rv3631, Polyprenyl-phospho-N-acetylgalactosaminyl synthase PpgS_2","Cluster 4287Rv2198c, mmpS3, Putative membrane protein MmpS3_3","Cluster 2754Rv1526c, Rv1526c, Uncharacterized protein Rv1526c/MT1577_6","Cluster 7518Rv3017c, esxQ, ESAT-6-like protein EsxH, 10 kDa antigen CFP7_3","Cluster 573Rv3239c, Rv3239c, EmrB/QacA family drug resistance transporter_1","Cluster 4287Rv2198c, mmpS3, Putative membrane protein MmpS3_2","Cluster 3074Rv1737c, narK2, Nitrate/nitrite transporter NarK_1","Cluster 7386Rv1343c, lprD, Lipoprotein LprD_2","Cluster 4778Rv0695, Rv0695, Cyclic amid hydrolase in mycofactocin cluster_1","Cluster 2515Rv0955, Rv0955, FIG021574: Possible membrane protein related to de Novo purine biosynthesis_3","Cluster 2117Rv2680, Rv2680, Uncharacterized protein Q1 colocalized with Q_4"
"Cluster 2747Rv2181, Rv2181, putative membrane protein_1",-0.12768201159580872,0.0,0.058896508213154966,0.0,0.0,-0.07575821078847998,0.0,-0.08506845379860328,-0.05151397954919897,0.0,0.0,0.0,0.07782886313473052,-0.11111140342326824,0.1459720056935897,0.0,0.14834625703303733,0.0,0.0,0.0,0.11150023231626643,0.0773750366080673,0.0,0.0,0.0,0.0,0.0,0.11044661447547507,0.09111619484704084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09900330346201955,1.0,0.10603639297344528,-0.4890748383422561,0.0,0.0,0.0,0.0,0.0,0.0,0.09076916830136374,0.0,0.0,0.0,-0.13310663789142937,0.06471102149336287,0.0,0.0,0.37324189039726574
"Cluster 3137Rv2786c, ribF, FMN adenylyltransferase (EC 2.7.7.2) / Riboflavin kinase (EC 2.7.1.26)_1",0.0,0.0,0.0,0.0,-0.06266351894216493,0.0,0.0,0.07740321486547638,0.0,0.0,0.0,0.0,-0.07843115778202807,0.0,0.0,-0.07756651851226457,0.0,0.0,0.0,-0.06015083267776317,0.05501813419398831,0.0,0.0,0.07963789268740998,0.0,0.050409829436376966,0.40342179168911635,0.0,0.0,0.0,0.0,0.10600621261275632,0.0,0.0,0.052196412778477065,0.0,0.0,0.0,-0.05565929748218791,0.0,0.0,-0.06137475032716016,0.10603639297344528,1.0,0.0,-0.062171896991636534,0.0,0.0,0.0,-0.10690833366561435,0.0,0.0,-0.12186952433065815,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cluster 2697Rv3074, Rv3074, CONSERVED 13E12 REPEAT FAMILY PROTEIN_3",0.21057543745771304,-0.16892775073749344,0.0,-0.06151169904560059,0.0,0.0,0.0,0.07166229652004051,0.0,0.0,0.0,0.0,-0.219884883426866,0.2119931478846863,-0.19220936899113777,0.0,-0.1504363851259197,0.0,0.0,0.0,-0.1923874655018086,-0.08455610686140956,0.0,0.0,0.0,0.0,-0.054146944005020375,-0.32328612980445487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4890748383422561,0.0,1.0,0.0,0.0,0.0,0.0,-0.09899921143879628,0.0,-0.10991921014665887,0.0,0.0,-0.11917491985738918,0.2959514017128893,0.0,-0.12769628104660433,0.0,-0.6062901021203861
"Cluster 7026Rv2704, Rv2704, RidA/YER057c/UK114 superfamily, group 6_2",-0.13456540424481478,0.09859388079078853,0.0,0.13422654148889596,0.0,-0.054703368342741816,0.0,-0.08368711808208144,0.0681199362150132,0.05923718229745734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18042658099664818,0.0,0.0,0.0,0.0,0.06055935069004906,0.0,0.0,0.0,0.0,0.0,0.0,0.17293805765174033,-0.09863875033851535,0.0,0.0,0.0,0.23070544430225096,0.0,0.0,0.0,0.0,0.0,-0.062171896991636534,0.0,1.0,0.0,0.0,0.0,-0.08566318375278607,0.0,0.0,0.0,0.0,0.0,0.0,-0.11137818046725115,0.0,0.0,0.0
"Cluster 1927Rv0773c, ggtA, Gamma-glutamyltranspeptidase (EC 2.3.2.2) @ Glutathione hydrolase (EC 3.4.19.13)_2",-0.10892196834143007,0.09281241580800317,0.0,0.0,-0.08686901488683563,0.0,-0.22286070770659439,-0.16737390916381925,0.05156021677233611,-0.12234339769588311,0.0,0.0,0.0,0.0,0.07248988806244035,0.0,0.0,0.0,0.0,0.0,0.0,0.053738127315059434,0.0,0.0,0.0,0.06002863862761772,0.0,0.0,0.10244451984360817,0.07306171887204578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26882190880761153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.08953375003153796,0.09293880462611702,0.0,0.0,-0.07746937493090786,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cluster 3136Rv0389, purT, Phosphoribosylglycinamide formyltransferase 2 (EC 2.1.2.-)_1",-0.24242054015528147,0.2386435348552446,0.052926397426815215,0.15610016443739877,-0.06982149481811806,0.14967814979468094,-0.09151250835862383,-0.1792455214675459,0.135119816320646,-0.20635104475524402,0.1368623292124571,0.10773470192853843,0.13207239532482443,0.07482406554833305,0.0,0.0,0.050695233393832036,0.10261550596980394,0.10430618845856071,0.0,0.0,0.053341272567510305,0.0,0.11127463336780145,0.0,0.10163780782580849,0.0,0.0,0.0,0.09101813057918755,0.0,0.0,0.0,0.0,0.0,0.10832712870729676,-0.05158224454836966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1482043606303561,0.0,-0.09956478545923594,0.0,0.15001457227025203,0.0,-0.10483453592489136,0.0,0.2937297633820979,0.0
"Cluster 462Rv3447c, eccC4, FtsK/SpoIIIE family protein EccC4, component of Type VII secretion system ESX-4_7",0.0,-0.05746912821339417,0.0,0.0,0.09618344397474052,-0.11882785558962748,0.0,0.0,-0.07205001244954666,0.0,0.0,0.0,0.09694914564046346,0.0,0.0,0.0,0.0,-0.09600363430441375,0.0,0.0,0.0,0.0,-0.09706457966633052,0.0,-0.06577932431282482,0.0,0.0,0.0,-0.06556042345653477,0.0,-0.07238949329120906,0.0,0.0,0.0,-0.08774859524256677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08953375003153796,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08845453937710585,0.0,0.0
"Cluster 5187Rv3631, Rv3631, Polyprenyl-phospho-N-acetylgalactosaminyl synthase PpgS_2",-0.07684872912558324,0.13098981697253775,0.0,0.08860548262175012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11858477254729792,0.0,0.0,-0.17292963295336722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05772554486756878,-0.08501278982276197,0.0,0.051836419580238095,0.06384381005634904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10707689513601155,-0.05108384163022598,0.0,-0.12254625442099792,0.0,0.0,-0.10690833366561435,-0.09899921143879628,-0.08566318375278607,0.09293880462611702,0.0,0.0,1.0,0.0,0.0,0.0,0.05190620156167371,0.0,0.0,0.0,0.0,0.0,0.0
"Cluster 4287Rv2198c, mmpS3, Putative membrane protein MmpS3_3",-0.20220301649855174,0.0561929678794396,0.10781831729109519,-0.06765181519850894,0.0,-0.10979146415470108,0.0,0.0,0.0,0.0,0.09794053216887683,0.472348245017095,0.0,0.17656760172628136,0.0,0.0,0.10586196773174336,0.0,0.07584453111694275,0.0,0.0,0.19082454940860163,0.0,0.40511431062988235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.389092137028401,-0.1677959239101359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1482043606303561,0.0,0.0,1.0,0.0,0.0,0.0,0.7785958698316644,0.0,0.0,0.0,0.0,0.0
"Cluster 2754Rv1526c, Rv1526c, Uncharacterized protein Rv1526c/MT1577_6",-0.18787221394880604,0.12237493487950857,0.0727938254719616,0.0,0.0,-0.1176058933551601,-0.13858542759475054,0.0,0.0,-0.25279933663788706,0.0,0.0,0.1066957734746639,-0.15498269402108458,0.7296021331862846,0.0,0.1460956831647207,0.0,0.0,0.1335844261705431,0.0,0.07346186023234229,0.0,0.0,0.0,-0.06334145714831123,-0.10840637929232178,0.0,0.0,0.0,0.0,-0.3390318782294026,0.0,0.0,0.0,0.1307657542664832,-0.5334619328730861,0.0,-0.10633931121599478,-0.07936061998180623,0.0,0.0,0.09076916830136374,0.0,-0.10991921014665887,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2872263673064873,0.0,0.0,0.0,0.0,0.0,0.0
"Cluster 7518Rv3017c, esxQ, ESAT-6-like protein EsxH, 10 kDa antigen CFP7_3",0.0,0.0,-0.07328096138076799,0.051945274428722744,0.10667934022460795,0.0,0.0,0.06895616216454088,0.0718700300488671,0.0,0.0,0.0,0.0,0.0,0.0,0.054887642064022996,-0.19061039768754973,0.06119078405972168,0.0,0.0,-0.12014586044102317,0.0,0.0,0.0,0.0,-0.05811769523114189,-0.13412057046093587,0.0,0.07627450893213704,0.0,0.0,0.0,-0.05435050613628937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08860764668789382,0.0,0.0,-0.12186952433065815,0.0,0.0,-0.07746937493090786,-0.09956478545923594,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cluster 573Rv3239c, Rv3239c, EmrB/QacA family drug resistance transporter_1",-0.13247139700761207,0.11001558583691022,0.0,0.0,0.0,0.0,-0.11872968191027111,0.0,0.08559642835387317,-0.18247556396025794,0.0,0.0,0.0,0.0,0.1948908225083731,0.0,0.0,0.0,0.0,0.23473108272871498,0.07099180450654785,0.23717732495653485,0.0,0.0,0.0,-0.08788587230238311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062229864910453715,0.0,-0.15507374656666986,0.0,0.0,-0.14398346523081235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05190620156167371,0.0,0.2872263673064873,0.0,1.0,0.0,0.0,-0.06924795735607082,0.0,0.0,0.0
"Cluster 4287Rv2198c, mmpS3, Putative membrane protein MmpS3_2",-0.2076460277850393,0.1334136036670582,0.11295293555628523,0.0,0.0,-0.05819223388708629,0.07569836197496185,0.0,0.0,0.0,0.06752060443047148,0.5066050568817644,0.0,0.1007247780523594,0.0,0.0,0.08615923565693065,0.0,0.0,0.0,0.0,0.1749001047449087,0.0,0.4142625751471694,0.0,0.0,0.0,0.05537077825795492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3891156564017178,-0.18084767910185112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11917491985738918,0.0,0.0,0.15001457227025203,0.0,0.0,0.7785958698316644,0.0,0.0,0.0,1.0,-0.05690347023985313,0.0,0.0,0.0,0.11490311890828772
"Cluster 3074Rv1737c, narK2, Nitrate/nitrite transporter NarK_1",0.257462311121424,-0.1251054082258135,0.0,-0.1724366401425257,-0.06187605488665583,0.0,0.09252366453151767,0.0789017637976654,-0.12559816294104326,0.0,0.0,-0.16607322189156087,-0.07615424973873519,0.09510618882891486,0.0,-0.09086306522972552,0.0,0.0,0.0,0.0,-0.17452172945824262,-0.06406041478776166,0.0,-0.21443418488991572,0.0,0.0,0.0,-0.23922627736033097,-0.36105940228261735,-0.24672239847835822,0.0,0.0,-0.11860292221382163,0.21120246584228364,0.0,0.0,0.05504543991276904,0.0,0.0,0.0,0.0,0.0,-0.13310663789142937,0.0,0.2959514017128893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05690347023985313,1.0,0.0,0.0,-0.05463213286908405,-0.29580726364589566
"Cluster 7386Rv1343c, lprD, Lipoprotein LprD_2",0.12628546628572468,-0.15423516440509913,0.0,-0.07107992706948493,0.0,-0.07846351240978616,0.07352919605177899,0.0,0.0,0.06939134745653966,0.0,0.0,-0.06918963994011812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07332085324541217,0.0,0.0,0.0,-0.14657335757349746,0.0,0.0,0.0,0.0,0.0,-0.10649205670115794,0.0,0.0,0.05219255595682866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07023139624189789,0.06471102149336287,0.0,0.0,-0.11137818046725115,0.0,-0.10483453592489136,0.0,0.0,0.0,0.0,0.0,-0.06924795735607082,0.0,0.0,1.0,0.0,0.0,0.0
"Cluster 4778Rv0695, Rv0695, Cyclic amid hydrolase in mycofactocin cluster_1",-0.1356562348435875,0.06208004829906816,0.0,0.05520217013377019,-0.08175688545210401,0.0,0.0,-0.06210985494928167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0912164648142395,0.0,0.15407079226602172,-0.10478287953793772,-0.08828689934229424,0.0,0.0,0.0,0.1969961975151698,0.0,0.0,0.0,0.0,0.0,-0.14166670005948842,0.0,0.0,-0.22388557912011092,0.0,0.0,0.0,0.0,-0.12769628104660433,0.0,0.0,0.0,-0.08845453937710585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Cluster 2515Rv0955, Rv0955, FIG021574: Possible membrane protein related to de Novo purine biosynthesis_3",-0.26090645809954155,0.1853467874180503,0.07608918320396436,0.18578663643108287,0.0,0.0,-0.2315186158578603,-0.20457481613540138,0.1543466959954334,-0.35111920696520854,0.17785426534555554,0.07727189830411298,0.12964590569955667,-0.11665666838175454,0.0,0.0,0.10571578147547005,0.16198899169730055,0.13613916564585204,0.10127057613034918,0.12230080902974402,0.07504568450258034,0.0,0.07195432501864948,0.0,0.0967066052387193,-0.1326940218969122,0.07768820436645128,0.0,0.08174347735082842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2937297633820979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05463213286908405,0.0,0.0,1.0,0.0
"Cluster 2117Rv2680, Rv2680, Uncharacterized protein Q1 colocalized with Q_4",-0.1755437949699168,0.08512308920521065,0.0,0.08953588957176699,-0.05837689399950007,0.0,0.0,-0.08380536738635246,0.0,0.0,0.0,0.0,0.22387765649158692,-0.16966651181034004,0.0,0.0,0.0,0.0,0.0,0.0,0.24141184526244353,0.064083454516489,0.0,0.0,0.0,0.0,0.0,0.3112800843880744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37324189039726574,0.0,-0.6062901021203861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11490311890828772,-0.29580726364589566,0.0,0.0,0.0,1.0
